수업 시간 에 배우 ㄴ 것 만 으로 는 절대 충분 하 지 않 습니다,,,,,,,,,,,,,,
좋 은 강의 라고 생각 되 ㅂ니다,,,,,,,,,,,,,,
그래도 즐겁 었 습니다,,,,,,,,,,,,,,
수업 은 지 이 이인 짜 좋 았 음,,,,,,,,,,,,,,
자바 를 이미 충분히 알 고 듣 었 는데 도 새롭 ㄴ 내용 을 배우 ㄹ 수 있 어서 좋 았 다,,,,,,,,,,,,,,
등록금 이 아깝 지 않 은 강의 이 었 음,,,,,,,,,,,,,,
시험 은 다소 배우 는 내용 에 비하 아 어렵 고 나 를 컴 파일 러 로 만 드리 어 고 이러 는 것 이 ㄴ가 싶 을 정도 로 문제 가 더럽 지만 수업 그 자체 로 는 그것 보다 얻 어 가 는 것 이 많 다고 느끼 어 지 는 수업,,,,,,,,,,,,,,
강의 노트 만 보 지 말 고 코드 를 직접 짜 보 면서 공부 하 면 도움 되 ㄹ 것 에 요,,,,,,,,,,,,,,
... 무엇 보다 가장 재미있 는 부분 은 수업 하 다,,,,,,,,,,,,,,
하지만 열심히 노력 하 ㄴ다면 충분히 잘 하 ㄹ 수 있 는 수업 이 ㅁ,,,,,,,,,,,,,,
교수 님 답 은 교수 님 C 언어 리눅스 로 배우 는 데 도움 많이 되 ㅁ,,,,,,,,,,,,,,
수업 잘 가르치 어 주 시 고 만족 하 ㄴ 수업,,,,,,,,,,,,,,
융 특 와 서 제일 만족 하 면서 듣 은 수업,,,,,,,,,,,,,,
내용 자체 가 어렵 어 서 수업 시간 에 집중 안 하 면 따라가 기 좀 힘 들 ㅁ,,,,,,,,,,,,,,
예체능 처럼 ..... 아무튼 C 원래 잘하 는 사람 이 면 편하 ㄹ 것 이 고 아니 ㄴ 사람 이 라도 노력 하 면 잘 ... 볼 .. 것 .. 화이팅,,,,,,,,,,,,,,
솔직히 찾아보 면 좋 은 점 이 많 기 는 하지만 별로 추천 드리 지 는 않 아요,,,,,,,,,,,,,,
JAVA 안드로이드 기초 로 수업 하 는 강의,,,,,,,,,,,,,,
타 교수 님 께 충분히 얻 어 터지 어 보 았 으리라 생각하 ㄴ 다,,,,,,,,,,,,,,
그래도 숙제 하 면서 공부 도 되 어 시험 보 는데 도움 이 되 ㅂ니다,,,,,,,,,,,,,,
고등학교 내신 같 음,,,,,,,,,,,,,,
"""하 았 어요 이론 시간 에 배우 는 객 체지 향 은 어디 까지 나 객 체지 향 언어 의 특징 에 관하 ㄴ 것 이 고 "," C + + 의 특징 이나 나 자바 의 특징 과 는 별개 로 이해 하 시 는 것 이 좋 아요""",,,,,,,,,,,,,,
하지만 실습 의 경우 는 실습 시간 때 배우 면서 실습 하 기 때문 에 조금 힘들 었 어요,,,,,,,,,,,,,,
"""교수 님 강의 는 솔직히 이해 가 잘 안 되 고 "," 본인 실수 도 많 으시 어서 따라가 다가 화병 남""",,,,,,,,,,,,,,
수업 외 의 이야기 가 도움 되 ㄴ다,,,,,,,,,,,,,,
부족 하 ㄴ 내용 은 연장 을 하 아서 라도 강의 하 아 주 시 ㅂ니다,,,,,,,,,,,,,,
그리고 수업 끝나 고 실습 시간 에 하 는 예제 들 이 생각 보다 많 아서 타자 속도 가 느리 ㄴ 나 에게 는 힘들 ㄴ 실습 이 었 음,,,,,,,,,,,,,,
수업 내용 자체 도 유익 하 므로 낟밷,,,,,,,,,,,,,,
진짜 로 저 가 대학 생활 1 년 하 면서 가장 잘못 되 ㄴ 선택 을 하 ㄴ 부분 같 아 요 진짜 절대로 듣 지 말 으시 어요,,,,,,,,,,,,,,
.. 스파르타식 이 기 ㄴ 한데 도움 은 되 ㅂ니다,,,,,,,,,,,,,,
본인 한테 도움 은 되 ㄹ 것 이 ㅂ니다,,,,,,,,,,,,,,
도망가 시 어요 ............ 유익 하 ㄴ 강의 지만 ... 못 따라가 요,,,,,,,,,,,,,,
가르치 어 주 시 는 내용 자체 는 유용하 시고 하 ㅁ,,,,,,,,,,,,,,
등 많 은 어록 과 제스 쳐가 있 지만 무엇 보다,,,,,,,,,,,,,,
"""많 은 것 을 알리 어 주 우 실리 어 하 는 것 같 기 는 한데 ", , ," 그 욕심 이 과 하 시 ㅁ""",,,,,,,,,,,,,,
너 가 인공지능 에 관심 있 어도 듣 지 말 아라,,,,,,,,,,,,,,
"""솔직히 하 ㄴ 학기 에 얻 어 가 는 것 이 다른 전공 에 비하 아서 그닥 많 지 않 고 "," 무엇 보다 교수 가 이 수업 을 하 ㄹ 만큼 의 충분 하 ㄴ 준비 가 되 어 있 지 않 아 보이 ㅁ""",,,,,,,,,,,,,,
PF 에 숙제 도 없 고 인터넷 강의 만 들 으면 1 학점 받 는 완전 꿀 과목 이 에요,,,,,,,,,,,,,,
수강 신청 때 수강 가능 학점 이 1 학점 밖에 안 남 아 서 신청 하 았 는데 내용 도 알차 고 부담 이 없 어서 잘 들 었 습니다,,,,,,,,,,,,,,
퀴즈 숙제 가 많 으나 중간 기말 볼 때 다 도움 되 ㅂ니다,,,,,,,,,,,,,,
점수 는 저 가 받 을 만큼 받 은 것 같 아서 만족 합 ㅂ니다,,,,,,,,,,,,,,
코딩 관심 없 던 사람 이 하 면 숙제 가 되게 어렵 ㄹ 듯 그래도 잘 따라가 면 시험 도 괜찮 게 잘 보 ㄹ 수 있 고 교수 님 도 학생 들 에 관심 이 많 으시 어서 잘 따라가 면 좋 은 점수 나오 ㅁ,,,,,,,,,,,,,,
교수 님 은 좋 은데 강의 력 이 좋 으시 ㅁ,,,,,,,,,,,,,,
학점 은 뭐 나름 .. 그리하 었 음,,,,,,,,,,,,,,
모든 학우 들 이 쓰 어야 하 니까 다양 하 ㄴ 의견 을 듣 을 수 는 있 었 지만 .. 비평문 에 대하 ㄴ 중재,,,,,,,,,,,,,,
교수 님 강의 가 매우 재미있 고 흥미 로 워 서 강의 내내 지루 하 지 ㄴ 않 을 것 이 에요,,,,,,,,,,,,,,
중간 와 기말 시험 만 보 면 되 는 간단 하 ㄴ 수업,,,,,,,,,,,,,,
"""또한 창업 이 라는 주제 에 대하 여 보다 간략 하고 효율적 이것 이 저희 에게 알리 어 주 시 었 고 다양 하 ㄴ 마케팅 방법 ", 소비자 들 의 니즈 를 파악 하 는 방법 , SWOT 분석 ," 사업 계획서 작성 등 등 1 학년 으 로서 배우 ㄹ 수 없 는 내용 들 을 많이 담 아 가 았 던 것 같 습니다""",,,,,,,,,,,,,,
"""많 은 분 들 이 창업 에 관하 ㄴ 숙제 는 많이 어렵 ㄹ 것 이 라고 생각 하 시 는데 그렇게 어렵 지 도 않 은 "," 쉽 지 도 않 은 숙제 이 었 습니다""",,,,,,,,,,,,,,
수업 을 들 으며 영어 공부 도 겸 하 ㄹ 수 있 기 때문 에 적극적 으로 자신 이 작성 하 ㄴ CASE BRIEF 나 MEMO 들 을 발표 하고 피드백 을 받 으면 더 많 은 것 을 얻 어 가 ㄹ 수 있 음,,,,,,,,,,,,,,
근데 반장 을 자주 앞 으로 불러내 시 는 타입 이 라 ... 많이 힘들 어 보이 었 어요,,,,,,,,,,,,,,
수업 자체 는 꿀 이 ㅁ,,,,,,,,,,,,,,
재미있 고 얻 어 가 는 것 이 참 많 은 수업 이 ㅂ니다,,,,,,,,,,,,,,
강의 노트 도 제공 하 아 주 시 어서 수업 을 따라가 는데 도움 이 되 ㅂ니다,,,,,,,,,,,,,,
일단 저 가 듣 은 수업 중 에 제일 잘 가르치 어 주 시 는 것 같 고요,,,,,,,,,,,,,,
재미있 었 어 영,,,,,,,,,,,,,,
교수 님 도 좋 고 수업 내용 도 좋 습니다,,,,,,,,,,,,,,
.. 이것저것 배우 ㅁ,,,,,,,,,,,,,,
다른 교수 님 보다 남 는 것 도 많 고,,,,,,,,,,,,,,
광고 에 대하 ㄴ 전반적 이 ㄴ 개념 과 이해 를 얻 어 가 ㄹ 수 있 는 강의 이 었 습니다,,,,,,,,,,,,,,
나 의 기준 이번 학기 제일 좋 았 던 수업 이 라고 생각 하 ㅁ,,,,,,,,,,,,,,
레이저 커팅  하 아 결과물 을 만들 어 내 는 과정 을 수업 을 통하 아 잘 알리 어 주 시 ㅂ니다,,,,,,,,,,,,,,
한마디 로 교수 님 이 학생 의 편의 를 최대한 봐주 실리 어 고 하 는 마음 + 최고 의  + 심도 있 고 약간 난이도 가 있 지만 분명히 유익 하 ㄴ 수업 이 세 요소 의 완벽 하 ㄴ 삼박자,,,,,,,,,,,,,,
배우 ㄹ 내용 이 많 고 열 정도 넘치 어 날 는 교수 님,,,,,,,,,,,,,,
수업 도 항상 알차 고 정확 하 게 얻 어 가 는 것 이 많 은 수업 이 ㅂ니다,,,,,,,,,,,,,,
역시 가장 유익 하고 흥미 로웠 던 강의 이 었 습니다,,,,,,,,,,,,,,
그 결과 대면 수업 과 다르 ㄹ 바 없 는 양질 의 수업 을 제공 하 시 었 습니다,,,,,,,,,,,,,,
강의 력 도 좋 으시 고 무엇 보다 교수 님 그냥 천 사이 심,,,,,,,,,,,,,,
배우 는 것 도 많 고 재미있 어요,,,,,,,,,,,,,,
그 자체 스토리텔링 에 대하 ㄴ 시야 를 270 도 회전 시 켜 버리 는 유익 하고 재미있 는 강의 이 번 학기 주관식 이어서 더 어렵 었 던 것 빼 고,,,,,,,,,,,,,,
유익 하고 재미있 는 강의 교수 님 이 좋 으시 고 말씀 도 잘하 시 어서 좋 았 음,,,,,,,,,,,,,,
그래도 여러 작품 을 예시 로 보 면서 배우 ㄹ 점 이 많 은 강의 이 었 음,,,,,,,,,,,,,,
수업 내용 도 재미있 고 예시 도 재미있 고 다만 시험 이 좀 어렵 었 어서 공부 열심히 하 아야 하 ㄹ 듯,,,,,,,,,,,,,,
다른 말 로 하 면 열심히 하 면 그만큼 결과 가 나오 고 수업 의 질 도 좋 아서 힘들 었 지만 후회 없 었 던 수업,,,,,,,,,,,,,,
개인적 으로 만족,,,,,,,,,,,,,,
성적 과 상관없이 수업 내용 자체 가 완벽 하 다,,,,,,,,,,,,,,
재미있 고 생각 의 깊이 가 깊 어 지 는 수업 이 았 다,,,,,,,,,,,,,,
철학 수업 이 라고 하 아서 되게 어렵 고 재미없 는 그런 수업 이 아니 라 유익 하고 꼭 필요 하 ㄴ 수업 이 ㅂ니다,,,,,,,,,,,,,,
수업 은 재미있 으니 성적 기대 하 지 말 고 듣 는 것 을 추천,,,,,,,,,,,,,,
진짜 다른 평가 와 마찬가지 로 철학 그 자체 의 수업 이 다,,,,,,,,,,,,,,
기말 에 뒤 통수 맞 기 는 하 았 지만 ... 수업 은 좋 았 음,,,,,,,,,,,,,,
처음 듣 었 는데 생각 보다 얻 어 가 는 것 이 많 아서 놀라 ㄴ 수업 .. 엄청 열정적 이 시 고 학생 들 신경 써 주 시 는 것 이 느끼 어 지 ㅁ,,,,,,,,,,,,,,
글쎄 얻 어 가 는 것 이 많이 없 는 것 같 은 강의,,,,,,,,,,,,,,
중국어 로 소설 읽 는 수업 이 라 생각 하 면 안 되 고 하 ㄴ 글 로 중국 소설사 에 대하 어 배우 ㄴ 다 보 면 되 ㄹ 듯,,,,,,,,,,,,,,
미분방정식 라 플라스 변환 행렬 푸리에 급수 까지 다른 공대 에서 배우 는 내용 똑같이 배우 는 데 이 산수 학 위주 로 배우 고 생각 하 던 컴퓨터 쪽 은 배우 ㄹ 때 좀 머리 아픔,,,,,,,,,,,,,,
"""군더더기 없이 수업 이 진행 되 지만 재미있 는 썰 이 있 다던가 "," 좀 더 심화 되 ㄴ 지식 과 통찰력 을 배우 ㄹ 수 있 는 심화 강의 는 아니 었 음""",,,,,,,,,,,,,,
인식 론 에 입문 하 기 에 아주 최적 이 ㄴ 강의,,,,,,,,,,,,,,
배우 ㄹ 것 많 은 전공 답 은 수업 이 ㅁ,,,,,,,,,,,,,,
"""유럽 정치 라고 하 아서 단순히 유럽 의 정치제도 나 기구 들 같 은 것 을 배우 는 것 이 아니 라 유럽 을 문명사 적 시각 에서 어떻하 게 바라보 ㄹ 수 있 을지 를 배우 너 어떻하 게 보 면 엄청나 ㄴ 양의 수업 이 되 ㄹ 수 도 "," 어찌 보 면 피상적 이 지 않 고 유럽 에 대하 어 제대로 알 수 있 는 좋 은 강의 라고 도 보 ㄹ 수 있 을 것 같 네요""",,,,,,,,,,,,,,
여태 만나 ㄴ 교수 중 가장 이 해안 가 ㅁ,,,,,,,,,,,,,,
내 로 남불 그 자체,,,,,,,,,,,,,,
"""왜냐면 온갖 도움 되 는 정보 ", 취업 ," 행사 까지 아낌없이 나누 어 주 ㅂ니다""",,,,,,,,,,,,,,
도움 되 는 얘기 도 많이 해주시 고 수업 즐겁 게 잘 들 었 습니다,,,,,,,,,,,,,,
기말 시험 하 ㄹ 것 이 ㄴ지 레포트 하 ㄹ 것 이 ㄴ지 선택 하 라 하 시 ㅁ,,,,,,,,,,,,,,
다만 진도 를 다 못 나가 아서 조 별 발표 만 하 ㄴ 범위 를 PPT 로 공부 하 아야 하 는 단점 이 있 었 음,,,,,,,,,,,,,,
쉽 ㄴ 편 이 ㅁ,,,,,,,,,,,,,,
글 고 조 별 숙제 로 하 ㄴ 부분 요약 하 ㄴ 후 PPT 만들 어서 발표 하 는데 그래서 그렇 ㄴ지 집중 하나 도 안 되 어 것 머리 에 들어오 는 것 없 음,,,,,,,,,,,,,,
학점 도 B 이 하 는 안주시 려고 하 고 + 꼭 채우 어서 주 시 는 것 같 아요,,,,,,,,,,,,,,
2 학점 에 맞 게 가볍 게 듣 을 수 있 는 강의,,,,,,,,,,,,,,
.. 미묘 하 다,,,,,,,,,,,,,,
넓 고 얉  트랜드 기술 을 알 수 있 음,,,,,,,,,,,,,,
그리고 조교 들 이 상당히 열정적 이 어서 좋 은 수업,,,,,,,,,,,,,,
매번 너 가 나 에 대하 아서 알 아,,,,,,,,,,,,,,
학점 비율 이번 학기 는 절대평가 로 바뀌 어 정확 하 ㄴ 비율 은 잘 모르 겠 습니다,,,,,,,,,,,,,,
이병규 교수 님 수업 왜 수강 신청 하 ㄹ 때 인기 많 은 지 알 게 되 ㅁ,,,,,,,,,,,,,,
회사 에서 실제로 많이 쓰이 는 용어 들 도 잘 알리 어 주심,,,,,,,,,,,,,,
숙제 는 수기 로 내야 하 는 것 이 이해 는 안 가 지만,,,,,,,,,,,,,,
"""전 빽빽 하 게 조건 다 만족 시키 었 더니 "," 점수 는 꽤 나오 ㄴ 것 같 아요""",,,,,,,,,,,,,,
A 원하 시 면 중간 기말 숙제 다 놓치 면 안 되 ㄹ 것 같 아 요 그래도 이 교수 님 만 하 ㄴ 분 이 없 는 것 같 아 요 듣 으시 기 ㄹ 추천 하 ㅂ니다,,,,,,,,,,,,,,
수업 시간 중 에 조원 들 과 토론 하 는 것 이외 에 조 모임 은 없 습니다,,,,,,,,,,,,,,
"""교수 님 께서 질문 을 가끔 하 시 는데 "," 자꾸 학생 들 에게 질문 을 하 시 고 는 대답 을 듣 을 생각 이 없 으시 ㄴ 느낌""",,,,,,,,,,,,,,
교수 님 혼자 서 일방적 으로 학생 들 에게 강의 하 는 것 이 아니 라 강의 를 하 면서 학생 들 과 소통 하 려 하 시 ㅂ니다,,,,,,,,,,,,,,
때문 에 졸 지 않 고 수업 을 재미있 게 듣 을 수 있 습니다,,,,,,,,,,,,,,
저 같 은 경우 는 뒤 에 숨 어서 맨날 자 다 시험 잘 보 니 A 나오 았 네요,,,,,,,,,,,,,,
시험 괜찮 습니다,,,,,,,,,,,,,,
수업 도 재미있 게 진행 하 시 ㅂ니다,,,,,,,,,,,,,,
무 트 ㄴ 약간 PPT 프린트 물 만 보 기 에 는 부족 하 ㄴ 느낌 이 고요,,,,,,,,,,,,,,
일단 강의 듣기 힘들 어요,,,,,,,,,,,,,,
하지만 가장 중요 하 ㄴ 것 은 교과서,,,,,,,,,,,,,,
남 는 것 도 없 으며 유익 하 ㄴ 수업 도 아니 ㅂ니다,,,,,,,,,,,,,,
PPT 의 ' 참 고 ' 부분 은 시험 에 내지 않 으며 단순히 교재 를 중심 으로 하 ㄴ PPT 의 내용 만 이 시험 범위 이 ㅂ니다,,,,,,,,,,,,,,
"""한 시험 당 PPT 7 개 정도 가 시험 범위 에 해당 하 는데 "," 벼락치기 를 하 기 에 는 양이 많 아서 꾸준히 하 는 것 이 좋 습니다""",,,,,,,,,,,,,,
서술 형 도 있 는데 조금 고등학교 내신 처럼 내심,,,,,,,,,,,,,,
자신 이 만들 ㄴ PPT 로 혼자 서 만 말씀 하 시 ㅂ니다,,,,,,,,,,,,,,
수업 하나 도 알 ㄴ 들 어도 PPT 에서 시험 그대로 내기 때문 에 점수 는 잘 나오 ㄹ 수 있 음,,,,,,,,,,,,,,
살짝 지루 하 지만 교수 님 은 매우 좋 았 음,,,,,,,,,,,,,,
강의 는 별론 데 눈치 있 게 몇 개 필기 만 하 고 시험 1 주 우 전 부터 공부 하 면 되 요,,,,,,,,,,,,,,
수업 안 듣 고 딴짓 하고 싶 다면 추천 하고 웬만하 면 다른 교수 님 듣 기 ㄹ 바라 ㄴ다,,,,,,,,,,,,,,
무난 하 ㅂ니다,,,,,,,,,,,,,,
"""발표 를 선택 하 아서 하 ㄹ 수 있 고 "," 두 명 이 서 어 팀 을 짜 서 수업 시간 에 발표 를 하 ㅂ니다""",,,,,,,,,,,,,,
혼자 공부 하 기 는 괜찮 은 수업,,,,,,,,,,,,,,
다른 분 들 것 들 으시 어요,,,,,,,,,,,,,,
양이 은 근 많 은데 막상 시험 문제 보 면 왜 그렇게 외우 었 나 싶 은데 은 근 OX 퀴즈 에서 많이 틀리 더라,,,,,,,,,,,,,,
최악 ...... 팀 프로젝트 준비 단계 부터 엄청 부담 주 고 닦달 하 았 으면서 정작 발표 날 은 앞 에서 열심히 발표 하 아도 치 어다 도 안보 심 ... 그리고 나 서 돌아오 는 것 은 충격적 이 ㄴ 성적 저 의 점수 는 다 어디 가 ㄴ 것 이 ㄴ가요,,,,,,,,,,,,,,
하지만 하이라이트 는 조 별 발표,,,,,,,,,,,,,,
1 수업 당 PPT 1 챕터 는 꼭 끝내 시 려고 하 ㄴ다,,,,,,,,,,,,,,
라는 생각 이 들 었 지만 예상외 로 학점 은 잘 주 시 어서 깜짝 .. 시험 은 논술 형,,,,,,,,,,,,,,
시험 은 그냥 하루 전날 에 찝  줄 ㄴ 문제 달달 외우 면 됌,,,,,,,,,,,,,,
TF 는 진짜 거저 알리 어 주심 이것 이 나오 아 요 까지 는 아니 ㄴ데 뭐 라고 하 아야 되 나 이런 것 은 말 도 안 되 겠 죠,,,,,,,,,,,,,,
오 엑스 문제 열 개 랑 서술 형 여섯 문제,,,,,,,,,,,,,,
B 는 + 로 다 해주시 는 것 같 은 데 그거 빼 곤 다 별로 이 ㅁ,,,,,,,,,,,,,,
수업 시간 에 ㄴ 사담 90 고요,,,,,,,,,,,,,,
매수 업 마다 사담 이 90 프로 이 ㄴ데 듣 고 있 기 힘들 었 어요,,,,,,,,,,,,,,
피하 ㄹ 수 있 으면 피해 라,,,,,,,,,,,,,,
북한 전문가 시 라 그만큼 수업 내용 의 질 이 좋 다고 생각 하 ㅂ니다,,,,,,,,,,,,,,
"""몰리 어 있 는 시험 기간 에 시험 3 일 저 는 갑자기 발표 를 시키 는 등 학생 의 개인 사정 은 전혀 고려 하 지 않 고 철저히 자 기 위주 로 "," 자기 편 한데 로 수업 을 진행 하 ㅁ""",,,,,,,,,,,,,,
언제 뭘 물어보 아도 다 답변 하 아 주 시 ㅁ,,,,,,,,,,,,,,
