"""참 "," 시험 나 ㄹ 시험지 뒷면 안 풀 고 교실 밖 으로 나가 았 다가 뒤늦 게 알아채 고 돌아오 ㄴ 사람 한테 풀 던 시험지 다시 돌리 ㄴ 조교 님 은 진짜 제일 이해 가 안 되 네요""",,,,,,,,,,,,,,
뭘 배우 ㄴ 지 잘 모르 겠 다,,,,,,,,,,,,,,
특강 도 남 는 것 이 없 다,,,,,,,,,,,,,,
팀 프로젝트 2 번 도 부담 스럽 기 만 하 고 남 는 것 이 없 다,,,,,,,,,,,,,,
’ 이런 것 이 시험 문제 에 나오 ㄴ 다 아무리 시험 에 낼 문제 가 없 어도 진짜 성의 없 고 강의 듣 은 것 에 대하 어 회의 감 느끼 었 다,,,,,,,,,,,,,,
진짜 이 문제 가 도대체 왜 유통 물류 랑 상관 있 는지 모르 겠 다,,,,,,,,,,,,,,
어디 가 아서 학교 망신 주 ㄹ까 보 아 얘기 도 못하 ㅁ,,,,,,,,,,,,,,
60 프로 강의 라는 본격 등록금 날리 어 먹 는 수업,,,,,,,,,,,,,,
물론 우리 가 그쪽 전공 을 가 ㄹ 것 이 아니 라서 그렇 다고 이해 하 자,,,,,,,,,,,,,,
강의 스타일 은 재미있 지만 딱히 뭘 배우 고자 하 는지 는 잘 모르 겠 음,,,,,,,,,,,,,,
학문적 으로 어렵 지 않 고 유용 하 ㄴ 것 들 배우 ㅂ니다,,,,,,,,,,,,,,
"""수업 내용 과 시험 이 관계없 는 내용 이 많 아서 아쉽 기 도 하지만 "," 그래서 다른 수업 에서 ㄴ 듣 을 수 없 는 내용 들 이 많 아 좋 기 도 하 았 다""",,,,,,,,,,,,,,
경 없 미나 유통 물류 나 최악 의 수업,,,,,,,,,,,,,,
여러모로 어 이 가 없 는 학기,,,,,,,,,,,,,,
학교 측 은 양심 이 있 으면 융 특 비싸 ㄴ 등록금 에 걸 맞 는 강의 질 을 보장 하 아 주 기 ㄹ,,,,,,,,,,,,,,
아니 면 등록금 을 내리 던가,,,,,,,,,,,,,,
1 년 동안 만나 ㄴ 교수 님 들 중 최악,,,,,,,,,,,,,,
근거 없 는 자신감 만 가득 하고 그 자신감 조차 도 허세라 보 기 싫 음,,,,,,,,,,,,,,
숭실대 오 아서 그래도 한 번 도 대학 이 부끄럽 었 던 적 은 없 는데 처음 으로 학교 수준 에 대하 어 심각 하 게 고민 하 았었 다,,,,,,,,,,,,,,
대체 뭘 가르치 는 지도 모르 겠 고 기억 에 남 는 것 은 “ 손 알 ㄴ 들 면 죽 여 버리 ㄹ 것 이 야 ” 뿐,,,,,,,,,,,,,,
1 자기 자랑,,,,,,,,,,,,,,
2 정치 얘기,,,,,,,,,,,,,,
3 대단 하 ㄴ 얘기 같 지 도 않 은데 자신 의 얘기 가 무슨 돈 벌 는 기발 하 ㄴ 아이디어 마냥 포장,,,,,,,,,,,,,,
4 학점 신경 쓰 지 말 아라 고 하 는데 듣 고 뭘 남 는 것 이 있 어야 학점 별로 이 어도 남 는 것 이 좀 있 었 다고 위안 을 삼 지 ... 남 는 것 은 1 도 없 음,,,,,,,,,,,,,,
6 등록금 아깝 다,,,,,,,,,,,,,,
인원 이 많 아서 뒤 에 까지 자 ㄹ 들리 지 않 는데 알 ㄴ 들리 는 것 이 이득 일지 도 모르 겠 다,,,,,,,,,,,,,,
그런데 생각하 아 보 면 이 수업 을 안 듣 는 것 이 이득 이 ㄹ지 모르 ㄴ다,,,,,,,,,,,,,,
보 면 어의 없 음,,,,,,,,,,,,,,
자기 가 학교 밖 에서 대단 하 ㄴ 사람 이 라고 말 하 고 다니 는데 그것 이 중요 하 ㄴ 것 이 아니 라 강의 를 제대로 하 시 어요,,,,,,,,,,,,,,
발음 도 별로 고 목소리 도 별로 고 이 수업 의 핵 이 ㅁ,,,,,,,,,,,,,,
"""정치 이야기 80 ", 듣기 싫 은 딕션 , 자기 멋대로 ," 수업 준비 전혀 X 등록금 아깝 다""",,,,,,,,,,,,,,
개인적 으로 는 새롭 ㄴ 분야 공부 하고 지식 쌓 는 것 같 아서 좋 았 음,,,,,,,,,,,,,,
말 이 필 요 없 음 그 냥 들 ㄹ 어 라 듣 기 싫 어 도 들 ㄹ 어 라 누 가 듣 지 말 라 고 하 아 도 들 ㄹ 어 라,,,,,,,,,,,,,,
외국인 교수 님 오 시 어서 하 았 던 강의 가 로 기억 에 남 았 다,,,,,,,,,,,,,,
수강 신청 이 힘들 지 ... 출석 하고 레포트 만 제때 제출 하 시 ㄴ다면 학점 걱정 은 안 하 아 도 되 ㅂ니다,,,,,,,,,,,,,,
영어 과목 에 윤준성 교수 님 이 면 묻 지 도 따지 지 도 말 고 신청 하 자,,,,,,,,,,,,,,
최고 의 수업 이 ㅁ,,,,,,,,,,,,,,
시험 없 고 레포트 대체,,,,,,,,,,,,,,
"""교수 님 은 좋 으시 나 "," 수업 에서 얻 어 가 ㄹ 것 은 없 다고 보 아도 무방 하 ㅁ""",,,,,,,,,,,,,,
"""수업 하 시 는데 듣 는 사람 4 분 의 1 도 안 되 고 출 튀 "," 결석 상당히 많 음""",,,,,,,,,,,,,,
근데 뵈 ㄹ 일 이 많이 없 네요,,,,,,,,,,,,,,
자연 로그 상수 가 무엇 이 ㄴ지 모르 는 분 이 계시 다면 한 시 라도 빠르 게 드랍  걸 추천,,,,,,,,,,,,,,
있 으면 그냥 들 으 셈 하지만 다시 봉 학수 학 을 하 실지 는 모르 겠 네,,,,,,,,,,,,,,
공수 더 이상 안 가르치 시 ㄴ다,,,,,,,,,,,,,,
수업 을 좋아하 시 는지 보충 이 많 다,,,,,,,,,,,,,,
진짜 로 4 년 내내 수업 듣 고 싶 은 교수 님 친절 하 게 설명 해주시 고 문의 하 면 바로 답장 하 아 주 시 어서 편하 게 수업 듣 었 음,,,,,,,,,,,,,,
교수 님 말투 도 귀 여우 시 고 학점 도 잘 주 시 어요,,,,,,,,,,,,,,
모르 는 거도 잘 알리 어 주심,,,,,,,,,,,,,,
강의 가 보이 질 않 았 습니다,,,,,,,,,,,,,,
하 ... 빛 태욱 .. 이번 학기 당신 이 없 었 으면 저 는 휴학 각 을 보 았 을 것 이 ㅂ니다,,,,,,,,,,,,,,
숙제 내주 는데 양은 많 아도 시험 전 에 만 내면 되 ㅂ니다,,,,,,,,,,,,,,
출 튀 도 안 잡 으시 고 수업 도 별로 ...,,,,,,,,,,,,,,
한 자 잘 모르 아서 걱정 하 았 는데 그렇게 달달 외우 지 않 아도 되 고 그냥 자주 나오 는 한자 만 알 고 문장 말 ㄴ 해석 하 ㄹ 줄 알 면 되 어요,,,,,,,,,,,,,,
교수 님 께서 1 교시 수업 이 ㄴ 날 은 출석 을 5 분 늦 게 부르 어 주시 기도 하 았 고 나름 재미있 게 가르치 려고 노력 하 시 는 것 같 았 지만 약간 저 의 성향,,,,,,,,,,,,,,
미분 배우 었 더니 시험 에 X 2 의 미분 은,,,,,,,,,,,,,,
킹 정 덕 매 강의 마다 깨달음 을 얻 고 가 ㅂ니다,,,,,,,,,,,,,,
이것 만 생각나 는 ...,,,,,,,,,,,,,,
집중 이 안 되 ㄴ다,,,,,,,,,,,,,,
이것 만 고쳐 주 시 면 괜찮 을 듯,,,,,,,,,,,,,,
그리고 시험 시간 중 에 말씀 이 많 으시 어서 집중 을 하 ㄹ 수 가 없 음,,,,,,,,,,,,,,
이것 이 시험 시간 긴장 풀 어 주 ㄹ 것 같 은 소리 같 지만 멘탈 부서지 ㄹ 것 같 음,,,,,,,,,,,,,,
"""전자기 학 때 C + 받 아서 이번 에 는 안 듣 고 싶 었 는데 "," 교수 님 강의 력 이 나쁘 다고 생각 하 지 는 않 았 고 것 이 다가 다반 수강 이 이미 꽉 차 버리 어서 얼떨결 에 수강 하 게 되 었 습니다""",,,,,,,,,,,,,,
강의 하 시 는 것 랑 학생 들 이 이해하 ㄹ 수 있 도록 노력 하 시 는 것 은 전기 과 에서 탑 3 안 이 든 다고 하 어 도 과 언 이 아니 다,,,,,,,,,,,,,,
별로 이 ㄴ 수업 임 절대 다시 듣 고 싶 지 않 은 수업 이 ㅁ,,,,,,,,,,,,,,
왜 이렇게 평이 안 좋 은 모르 겠 다,,,,,,,,,,,,,,
수업 열심히 들 으면 배우 는 것 도 많 고 점수 도 잘 받 을 수 있 음,,,,,,,,,,,,,,
"""시험지 확인 불가 "," 질문 은 수업 시간 에 무슨 문제 풀 어 주 시 어요""",,,,,,,,,,,,,,
강의 가 나쁘 ㄴ 것 은 아니 ㄴ데 1 년 동안 쭉 들 었 던 입장 에서 ㄴ 굳이 다시 듣 고 싶 지 ㄴ 않 네요,,,,,,,,,,,,,,
 별로 라 비추 하 ㅁ,,,,,,,,,,,,,,
시험 형식 은 객관식 단답 형 같 은 서술 형 OX 등 이 있 었 고 시험 전 에 알리 어 주 시 어요,,,,,,,,,,,,,,
미시 경제 를 2 학년 때 제대로 배워가 고 싶 다면,,,,,,,,,,,,,,
공대 생 도 수업 을 따라가 ㄹ 수 있 을 정도 로 수업 을 잘하 시 ㄴ다,,,,,,,,,,,,,,
수업 중 농담 까지 뭐 하나 빠지 ㄹ 것 이 없 고 귀 에 쏙쏙 들어오 ㅁ,,,,,,,,,,,,,,
타 아 과 생 이 고 경제 수학 도 안 듣 고 수강 하 았 는데 재미있 었 다,,,,,,,,,,,,,,
타 과 학생 들 까지 도 배려 하 아서 수업 을 알차 게 구성해 나가 시 는 것 같 아요,,,,,,,,,,,,,,
기말 때 ㄴ 자비 없 게 문제 가 나오 았 다,,,,,,,,,,,,,,
수업 은 정석 미시 경제학 수업 이 라고 보 ㄹ 수 있 다,,,,,,,,,,,,,,
교수 님 진짜 최고 잘 가르치 시 고 학점 도 잘 주 시 는 듯 경제학 과 가 아니 라 다음 에 다른 수업 에서 뵈 ㄹ 수 있 을지 ㄴ 모르 겠 지만 기회 가 되 ㄴ다면 또 뵙 고 싶 을 정도 로 좋 은 교수 님 이 ㅁ,,,,,,,,,,,,,,
그 만큼 경제학 과 의 빛나 는 존재 는 없 었 다,,,,,,,,,,,,,,
노 오력 을 많이 요구 하 는 수업,,,,,,,,,,,,,,
아이패드 고장 나 았 다고 강의 안 올리 고 애플 펜슬 배터리 없 다고 강의 끊 는 것 이 말 이 되 나요,,,,,,,,,,,,,,
별 1 점 주 시 ㄴ 분 들 이 어떤 심정 이 신지 알 겠 음,,,,,,,,,,,,,,
진짜 내가 아 듣 은 전공 중 가장 얻 어 가 는 것 이 없 었 던 수업,,,,,,,,,,,,,,
이 수업 이 연 강인 데 출석 은 시작 하 ㄹ 때 만 부르 시 고 출석 을 부르 시 ㄴ 이후 에 는 출석 에 대하 어 전혀 신경 쓰 지 않 으시 었 다,,,,,,,,,,,,,,
1 전반적 이 ㄴ 강의,,,,,,,,,,,,,,
회로 쪽 진로 가 아니 신 분 들 께 추천,,,,,,,,,,,,,,
갓 창 근 회로 이론 전자회로 응용 전지 회로 다 창 근 교수 님 듣 었 는데 후회 없 다,,,,,,,,,,,,,,
"""진로 회로 X "," 학점 상관 O 송 인 채""",,,,,,,,,,,,,,
"""진로 회로 X ", 학점 상관 X 박창근 ," 송 인 채""",,,,,,,,,,,,,,
무엇 보다 실질적 으로 회로 의 마지막 강의 라 그런 것 이 ㄴ지 이번 에 다 들 열심히 하 았 던 것 이 ㄴ지 이제껏 다른 강의 보다 학점 도 관 대하 게 주심,,,,,,,,,,,,,,
강의 력 이 야 뭐 두말 하 면 입 아프 고,,,,,,,,,,,,,,
이번 에 학점 생각 보다 잘 주 시 어서 놀라 었 음,,,,,,,,,,,,,,
학점 짤 없 게 주 ㄴ다고 하 는데 꽤 잘 주 시 ㅂ니다,,,,,,,,,,,,,,
이 하 아 가 아 안 되 어서 다른 교수 님 수업 까지 청강 하 느라 힘들 었 지만 성적 은 잘 주 ㅁ,,,,,,,,,,,,,,
수업 중 에 무슨 소리 ㄴ 지도 모르 겠 고 메 ㄴ 붕,,,,,,,,,,,,,,
학점 잘 받 기 는 좋 은데 배우 는 면 에 있 어서 는 그닥 ...,,,,,,,,,,,,,,
왜 퇴직 하고 아직 도 명예교수 로 학교 에 남 아 있 는지 의 문 이 ㅂ니다,,,,,,,,,,,,,,
얻 는 거기 아무것 도 없 는 강의 이 ㅂ니다,,,,,,,,,,,,,,
전공 강의 중 오아시스 같 은 시간,,,,,,,,,,,,,,
수업 시간 에 퀴즈 를 예고 없이 보 시 기 는 하지만 내용 이 어렵 지 않 고 모두 가 모르 아서 리스크 가 적 다,,,,,,,,,,,,,,
솔직히 교수 님 뭐 하 시 는지 모르 겠 음,,,,,,,,,,,,,,
군기 는 군 기대 로 잡 으시 는데 수업 때 다 별로 이 었 음,,,,,,,,,,,,,,
시험 보 기 위하 아 가르치 ㄴ다는 느낌 보다 ㄴ 진짜 실용적 이 ㄴ 것 을 많이 가르치 어 주심,,,,,,,,,,,,,,
사람 도 좋 고 학점 도 채우 어 주 시 고 수업 은 잘 .. 하 는 것 은 아니 ㄴ데 따르 아 말 ㄴ 가 면 건 질 게 많 은 수업,,,,,,,,,,,,,,
학기 초 에 리눅스 가 뭐 니 LS 니 VI 니 치 이 면서 버벅  스스로 가 학기 말 에 ㄴ 익숙 하 지 어 있 는 모습 을 발견 하 ㄹ 수 있 음,,,,,,,,,,,,,,
"""C + + 잘 모르 았 는데 많이 "," 잘 배우 어 가 ㄹ 수 있 었 음""",,,,,,,,,,,,,,
배우 ㄹ 것 이 많 은 수업,,,,,,,,,,,,,,
숙제 가 조금 많 은 편 이 지만 이 교수 님 수업 만 듣 고 싶 을 정도 로 잘 가르치 어 주 시 ㄴ다,,,,,,,,,,,,,,
지금 까지 들 었 던 수업 중 에서 제일 마음 에 들 는 수업 중 하나,,,,,,,,,,,,,,
"""이외 에 도 코딩 의 중요 성 "," 스시 소 학과 에서 앞 으로 어떤 것 을 배우 는 지 이야기 도 하 아 주 시 ㅂ니다""",,,,,,,,,,,,,,
배우 려고 노력 하 ㄴ다면 많이 얻 어 가 ㄹ 수 있 는 수업 이 ㅂ니다,,,,,,,,,,,,,,
코딩 을 잘 모르 시 는 1 학년 분 들 은 많이 배우 ㄹ 수 있 는 기회 이 ㄹ 것 이 에요,,,,,,,,,,,,,,
그렇지만 수업 듣 고 구글 링 하 면 2 시간 넘 게 걸리 는 숙제 는 없 었 어요,,,,,,,,,,,,,,
들 어 보 셈 후회 안 하 ㅁ,,,,,,,,,,,,,,
덕분 에 C 언어 를 굉장히 재미있 게 배우 ㄴ 것 같 아요,,,,,,,,,,,,,,
교수 님 진짜 친절 보스 .. 친절 하고 세심 하 게 알리 어 주심 그래서 좀 지루 하 ㄴ 감 이 있 는데 처음 배우 기 에 ㄴ 좋 음,,,,,,,,,,,,,,
수업 만 잘 들 으면 그냥 A + 이 니까 출 결 이랑 수업 만 집중 하 시 어요,,,,,,,,,,,,,,
만 약 모든 수업 이 이 교수 님 이 면 학교 를 3 보 1 배 로 오 ㄹ 수 있 다,,,,,,,,,,,,,,
최고 의 수업 이 ㅂ니다,,,,,,,,,,,,,,
조교 님 귀엽 어서 나 의 주머니 에 넣 고 다니 고 싶 았 음,,,,,,,,,,,,,,
또 강사 님 이 어려워하 는 학생 들 모으 어 보충 하 시 는 것 같 으니 어렵 으 면 보충 수업 신청 추천,,,,,,,,,,,,,,
학점 은 좀 마음 아프 지만 그래도 수업 이랑 강사 님 이 좋 으시 어서 5 별,,,,,,,,,,,,,,
그런 부분 을 교수 님 도 이 ㄴ 지하 고 계시 었 고 학기 초 에 당부 하 았 다,,,,,,,,,,,,,,
"""첫 번 째 로 는 수업 의 내용 이 좋 고 유익 하 아서 열심히 듣 게 되 는 수업 이 고 "," 두 번 째 는 수업 의 질 은 상당히 떨어지 지만 교수 님 한테 찍히 면 큰일 나 ㄹ 것 같 아서 어쩌 ㄹ 수 없이 열심히 듣 게 되 는 수업 이 다""",,,,,,,,,,,,,,
자바 를 실무 에서 사용 하 ㄹ 때 실용적 이 ㄴ 패턴 들 을 알리 어 주 어서 언어 의 문법 만 배우 는 다른 수업 보다 더 유용 하 았 다,,,,,,,,,,,,,,
본 강의 는 디자인 패턴 을 가르치 는 강의 이 ㅂ니다,,,,,,,,,,,,,,
강의 는 쉽 어서 수업 이나 숙제 외적 으로 하 ㄹ 것 은 많이 없 습니다,,,,,,,,,,,,,,
이 수업 에서 자바 배우 려는 분 들 은 비추,,,,,,,,,,,,,,
"""디자인 패턴 을 가르치 어 주 는 과목 들 이 교 내 에 거의 없 는데 "," 강추 드리 ㅂ니다""",,,,,,,,,,,,,,
자바 개발자 가 아니 어도 유지 보수 좋 은 코드 를 만들 기 위하 아 고민 하 았 던 분 들 이 라면 강추 하 ㅂ니다,,,,,,,,,,,,,,
교수 님 이 올리 어 주 시 ㄴ 소스 코드 만 으로 도 남 는 강의,,,,,,,,,,,,,,
자 바 입문 강의 로서 는 가장 좋 을 듯,,,,,,,,,,,,,,
수업 은 꿀 이 지만,,,,,,,,,,,,,,
뭐 얻 어 가 려면 수업 외적 으로 혼자 서 공부 하 아야 하 는데,,,,,,,,,,,,,,
"""A 로 채우 어 주시 길 ㄴ 하 는데 하 ㄴ 학기 동인 배우 ㄴ 것 은 없 는 듯 ", , , ," 진짜 그냥 학점 만 받 을 사람 한테 추천 ...""",,,,,,,,,,,,,,
가르치 는 것 없 고 그냥 독학 으로 공부 하고 싶 으면 듣 던지 ...,,,,,,,,,,,,,,
마지막 강의 만 들 으면 되 ㄹ 듯,,,,,,,,,,,,,,
수업 시간 에 배우 ㄴ 것 만 으로 는 절대 충분 하 지 않 습니다,,,,,,,,,,,,,,
강의 평가 에 대하 ㄴ 뒤끝 도 심각 하 ㅁ,,,,,,,,,,,,,,
진짜 엄청 잘 가르치 어 주 시 고 꼼꼼 하고 하 ㄴ 학기 동안 에 자바 를 이렇게 나 꼼꼼히 잘 배우 었 다니 말 이 안 되 고 너무 감사 하고 교수 님 인간적 으로 도 좋 으시 어요,,,,,,,,,,,,,,
1 교시 라 힘들 어 뒤지 ㄹ 것 같 았 지만 수업 도 열심히 듣 게 되 고 즐겁 었 어요,,,,,,,,,,,,,,
안 그래도 바쁘 ㄴ 시즌 플젝  크 ㄴ 살 ㄴ .... 잘 가르치 어 주 시 기 ㄴ 하 ㅁ,,,,,,,,,,,,,,
2 젊은 교수 님 이 라 확실히 오픈 마인드 시다,,,,,,,,,,,,,,
아직 도 수업 때 하 아 주 시 ㄴ 소개팅 얘기 가 기억 에 남 는다,,,,,,,,,,,,,,
단점 은 이 것 하나 뿐 이 라 좋 은 교수 님 이 라는 것 은 확실 하 다,,,,,,,,,,,,,,
숙제 는 솦트 기준 실습 시간 에 이론 시간 에 배우 ㄴ 단원 기초 문제,,,,,,,,,,,,,,
개인적 으로 나 ㄴ 프로젝트 가 어렵 었 음,,,,,,,,,,,,,,
이것 은 공부 하 아도 확신 하 면서 풀 수 없 음,,,,,,,,,,,,,,
다만 팀 프로젝트 가 그렇게 시간 이 오래 걸리 ㄹ지 모르 았 음,,,,,,,,,,,,,,
나 처럼 그냥 이냥 저냥 살 는 놈 한테 는 시험 이 도리어 최악 었 음,,,,,,,,,,,,,,
그리고 플젝  시험 보다 나 음,,,,,,,,,,,,,,
등록금 이 아깝 지 않 은 강의 이 었 음,,,,,,,,,,,,,,
열정 있 게 가르치 어 주 려고 하 시 는 몇 안 되 는 저 의 기준 교수 님 중 한 분,,,,,,,,,,,,,,
강의 노트 만 보 지 말 고 코드 를 직접 짜 보 면서 공부 하 면 도움 되 ㄹ 것 에 요,,,,,,,,,,,,,,
선택과목 이 ㄴ데 듣 으시 면 후회 는 안 하 아요,,,,,,,,,,,,,,
물론 시험 이 시 1 발 욕 이 나오 ㄹ 정도 로 어렵 기 는 하 ㅁ,,,,,,,,,,,,,,
아예 자바 를 모르 거나 언어 를 처음 배우 ㄴ 다면 힘들 ㅂ니다,,,,,,,,,,,,,,
아 솔직히 힘들 ㄴ 것 은 아니 ㄴ 것 같 네요,,,,,,,,,,,,,,
최고 의 수업 이 다,,,,,,,,,,,,,,
꼰대 같 은 것 은 잘 모르 겠 음,,,,,,,,,,,,,,
후회 안 하 시 ㄹ 것 에 요,,,,,,,,,,,,,,
이 교수 꼰대 같 고 별로 이기적 초년 전임 강사 가 벌써 교수 처럼 굼,,,,,,,,,,,,,,
되게 잘 가르치 어 주 시 어서 파이 썰 ㄴ 처음 배우 는 데 도 많이 공부 가 되 었 습니다,,,,,,,,,,,,,,
한마디 로 정리 하 면 잘 가르치 시 는 욕심 많 은 교수 님 이 ㅂ니다,,,,,,,,,,,,,,
그래서 기말 에 는 알고리즘 문제 까지 배우 었 습니다,,,,,,,,,,,,,,
다음번 에 는 안 그러 시 ㄹ 것 같 기 도 하 아요,,,,,,,,,,,,,,
파이 썰 ㄴ 뿐 만 아니 라 앞 으로 개발자 가 되 기 위하 아서 무엇 을 하 아야 하 ㄹ지 자꾸 일깨우 어 주 시 어서 멘토 같 다는 느낌 을 많이 받 았 습니다,,,,,,,,,,,,,,
교수 님 답 은 교수 님 C 언어 리눅스 로 배우 는 데 도움 많이 되 ㅁ,,,,,,,,,,,,,,
좋 으시 ㄴ 교수 님 이 고 수업 도 잘 하 시 어요,,,,,,,,,,,,,,
알 ㄴ 듣 어서 후회 하 ㄹ 일 은 있 어도 듣 어서 후회 하 ㄹ 일 은 없 을 것 이 다,,,,,,,,,,,,,,
족보 를 많이 타 아 는 것 같 다,,,,,,,,,,,,,,
절대로 후회 알 ㄴ 하 ㄹ 수업 이 다,,,,,,,,,,,,,,
