"""유기화 학이 것 이 꾸준히 하 지 않 으면 안 되 는 과목 이 라 개인 의 역량 도 중요 하 지만 "," 교수 님 께서 설명 을 잘 해주시 기 때문 에 이해 하 기 는 쉽 다""",,,,,,,,,,,,,,
시험 은 딱 보 면 그냥 쉽 ㄴ 문제 같 은 데 막상 자세히 보 면 조금 어렵 ㄴ,,,,,,,,,,,,,,
교수 님 설명도 잘 해주시 고 학점 도 잘 주 시 어요,,,,,,,,,,,,,,
어렵 어 어어 어엉 듣 는 인원 이 적 어서 다 채우 어 주 기 ㄴ 하 는데 생각 보다 성적 받 기 힘들 어여,,,,,,,,,,,,,,
기말 팀 프로젝트 이 사업 계획서 제안 발표 이 ㄴ데 굉장히 많 은 시간 을 뺏 김,,,,,,,,,,,,,,
중간 은 영향 이 크 지 ㄴ 않 고 기 말 발표 가 크 ㅁ,,,,,,,,,,,,,,
"""기말 은 사업 계획서 를 PPT 로 만들 어 발표 하 는 것 이 ㄴ데 "," 학생 들 의 공감 이 매우 높 은 비율 을 차 지 하 기 때문 에 잘 생각하 아 야 하 ㄴ다""",,,,,,,,,,,,,,
"""족 권 명시 하 아야 하 는데 "," 이 때 조원 들 의 합의 로 공헌 도 가 높 은 수 는 으로 이름 을 나열 하 ㄴ다""",,,,,,,,,,,,,,
"""마케팅 현업 에 종사 하 는 사람 이 라 강의 력 은 확실히 좋 지만 수업 내용 이 넓 지 도 않 고 기말 로 팀 프로젝트 을 ", ,"""",,,,,,,,,,,,,,
기말 조 별 발표 전 까지 는 강의 명에 맞 게 퀄리티 좋 은 강의 를 듣 을 수 있 어서 좋 았 는데 기 말 2 주 우 전쯤 갑자기 조 별 숙제 로 사업 계획서 를 써 오 라는 것 은 좀 그리하 었 다,,,,,,,,,,,,,,
중간 를 변별력 있 게 내 지 도 않 았 으면서 딱 보 아도 기말 내기 귀찮 아서 급하 게 애 들 팀 프로젝트 시키 어서 사업 계획서 만들 게 시키 고,,,,,,,,,,,,,,
조 별 숙 제 많 지만 교수 님 은 착하 심 재미있 기 도 하 고 나쁘 지만 은 않 은 수업,,,,,,,,,,,,,,
다른 수업 에 비하 아 부담 이 적 었 고 배경 지식 이 영향 을 끼치 는 타 과목 들 과 달리 딱 노력 만큼 성적 을 받 을 수 있 었 다,,,,,,,,,,,,,,
"""중간 "," 기말 총 두 번의 팀 프로젝트 이 있 었 고 기말 시험 이 있 었 다""",,,,,,,,,,,,,,
중간 중간 특강 이 있 는데 3 특강 에서 나오 ㄴ 내용 을 마지막 기 말 때 출제 하 기 도 하 았 음,,,,,,,,,,,,,,
... 이것 이 수업 이 안 좋 다는 말 이 아니 라 나 에게 ㄴ 팀 프로젝트 주제도 조금 난해 하 았 고 나 랑,,,,,,,,,,,,,,
... 수업 내용 은 나쁘 지 않 고 시험 은 단답 에 약서 술 1 문제 가 음 ... 수업 내용 도 나오 고 특이 하 ㄴ 내용 도 나오 고 뭐 .. 공부 하 기 어렵 지 는 않 음,,,,,,,,,,,,,,
A 는 노력 에 비하 아 쉽 게 받 을 수 있 는 과목 이 라고 모두 가 말 하 ㅂ니다,,,,,,,,,,,,,,
출 결 관리 나 수업 진행 면 에서 는 빡빡 하 지 않 으 시 지만 그만큼 기 말 준비 를 열심히 하 아야 하 ㅂ니다 그리고 교수 님 두 번 째 직장 이 그래서 어디 이 시 ㄴ지 아직 도 궁금 하 아요,,,,,,,,,,,,,,
거기 다 학기 말 로 갈수록 과목 과 는 전혀 상관없 는 특강 으로 떼 울 ㄴ다,,,,,,,,,,,,,,
거기 다 가장 충격적 이 었 던 것 은 기말 시험 ............ ‘ 교수 님 이 2 번 째 근무 하 았 던 직장 은,,,,,,,,,,,,,,
’ 이런 것 이 시험 문제 에 나오 ㄴ 다 아무리 시험 에 낼 문제 가 없 어도 진짜 성의 없 고 강의 듣 은 것 에 대하 어 회의 감 느끼 었 다,,,,,,,,,,,,,,
그리고 출 튀 도 매우 많 음,,,,,,,,,,,,,,
"""출석 "," 숙제 모두 확인 안 하 시 는 듯 꼼꼼히 체크 하고 계심""",,,,,,,,,,,,,,
교수 님 열정적 이 시 고 재미있 으시 ㄴ 편 그러나 조 별 모임 2 번 이 있 는데 비율 이 꽤 나 높 고 준비 하 는 시간 이 오래 걸리 어서 ,,,,,,,,,,,,,,
"""다 정하 고 학생 들 참여 이끌 어 내 려고 많이 노력 하 시 고 중간 은 조 별 발표 로 대체 지만 "," 기말 은 조 별 발표 + 시험""",,,,,,,,,,,,,,
팀 프로젝트 이 중간 이 기 ㄴ 하지만 딱히 준비 하 는데 오래 걸리 지 않 고 수업 내용 도 어렵 지 않 게 듣 을 만 하 ㅁ,,,,,,,,,,,,,,
심지어 수업 도중 에 시험 범위 물어보 는 사람 도 있 었 다,,,,,,,,,,,,,,
물론 수업 의 내용 이 시험 이랑 상관 없 는 부분 이 굉장히 많 기 는 하 았 지만 교과서 와 인터넷 검색 등 으로 는 쉽 게 접하 ㄹ 수 없 는 이야기 들 을 많이 하 아 주 시 었 음,,,,,,,,,,,,,,
다음 강의 규모 는 어떻 ㄹ지 모르 겠 지만 이번 학기 와 같이 크 ㄴ 큐 모라 면 수업 을 열심히 듣 고자 하 는 학생 에게 ㄴ 심각 하 ㄴ 문제 가 되 ㄹ 수 있 음,,,,,,,,,,,,,,
"""시험 이 오 ㄹ 객관식 이 ㄴ 것 "," 출 결 에 크 게 신경 안 쓰 시 는 것 두 개 빼 곤 좋 을 것 이 하나 없 는 수업""",,,,,,,,,,,,,,
특히 깨 어 있 는 교수 이 ㄴ 척 하 면서 내세우 는 다른 교수 님 들 과 의 차이 들 이 있 는데 전부 다 허 구 이 ㅁ,,,,,,,,,,,,,,
기말 직전 에 몇몇 학생 들 에게 중간 범위 물어보 ㄴ 사실 도 충격적 이 고요,,,,,,,,,,,,,,
시험 전 에 수업 하고 시험 하 는 디 기말 에 도 그렇 ㄹ 줄 모르 았 지,,,,,,,,,,,,,,
시험 은 단답 + 서술 이 고 수업 잘 듣 고 암기 하 면 되 ㅁ,,,,,,,,,,,,,,
학기 초 부터 숙제 를 몰아치 지만 시험 이 없 고 간단 하 ㄴ 프로젝트 두개 만 하 면 되 ㄴ다,,,,,,,,,,,,,,
물론 영어 라서 잘 알아듣 지 ㄴ 못하 았 지만 꽤 유익 하고 의미 있 는 수업 이 라고 생각 하 ㅁ,,,,,,,,,,,,,,
저 는 35 편 미리 다 써 놓 아서 편하 았 습니다,,,,,,,,,,,,,,
근데 하 ㄴ 학기 35 편 쓰기 빡 시 어요,,,,,,,,,,,,,,
8 점 수준 으로 매우 좋 습니다,,,,,,,,,,,,,,
"""숙제 는 은 근 양이 많 지만 ", 채점 은 안 하 고 ," 제출 만 확인 하 시 기 때문 에 크 게 문제 없 습니다""",,,,,,,,,,,,,,
하지만 숙제 를 스스로 열심히 하 ㄴ다면 A 는 거저 가지 어 가 ㅂ니다,,,,,,,,,,,,,,
"""시험 난이도 는 매해 바뀌 겠 으나 "," 중간 5080 기말 5080 정도 면 A 0 무난 하 게 나오 ㅂ니다""",,,,,,,,,,,,,,
중간 를 숙제 로 보 아서 보통이 라 쓰 ㄴ 것 고 숙제 없 음,,,,,,,,,,,,,,
진짜 민선기 교수 님 수업 들 으면 들 는 생각 이 수학 이 이렇게 이해 가 쉽 ㄴ 과목 이 었 나,,,,,,,,,,,,,,
또한 코로나 로 이 ㄴ 하 ㄴ 상황 으로 중간 를 숙제 형 으로 대체 하 아 주 시 ㄴ 것 도 좋 았 고 시험 문제 난이도 나 수업 방식 이 짧 고 굵 게 이해 잘 되게 하 아 주 시 어서 좋 았 습니다,,,,,,,,,,,,,,
출석 도 깐깐 하 지 않 고 시험 도 배우 ㄴ 곳 에서 내 ㅂ니다,,,,,,,,,,,,,,
교수 님 말투 도 귀 여우 시 고 학점 도 잘 주 시 어요,,,,,,,,,,,,,,
숙제 감점 없 고 시험 문제 도 쉽 ㅁ,,,,,,,,,,,,,,
문제 풀이 도 깔끔 하고 많 은 학생 들 이 말하 았 듯이 A + 을 퍼 주 시 ㅂ니다,,,,,,,,,,,,,,
"""일단 굉장히 잘 가르치 시 고 "," 인성 킹 가 아""",,,,,,,,,,,,,,
"""교수 님 은 좋 으시 ㄴ데 "," 진도 를 잘 못 맞추 시 어서 어렵 었 음""",,,,,,,,,,,,,,
안 좋 은 점 은 시험 이 기말 1 번 이 어서 집중 하 아서 잘 보 시 어야 하 아요,,,,,,,,,,,,,,
하 ㄴ 단원 끝 날 떄  연습 문제 풀 이 나가 고 시험 은 연습 문제 풀 었 고 응용 조금 하 ㄹ 수 있 으면 풀 수 있 음,,,,,,,,,,,,,,
9 시 강의 라 다 들 출 결 에서 깎 아 먹 으므로 출석 말 ㄴ 잘 하 어 도 평균 는 치 는 편,,,,,,,,,,,,,,
"""거의 + 채우 어 주 시 는 편 이 고 "," 수업 을 일찍 끝내 주 시 거나 시험 범위 를 줄이 어 주 시 는 등 학생 편의 를 최대한 잘 보 아 주 시 ㅂ니다""",,,,,,,,,,,,,,
"""한 자는 어렵 거나 "," 나오 ㄹ 만 하 ㄴ 부분 을 교수 님 이 잘 짚 어 주시 므로 평소 에 수업 을 잘 듣 어야 하 ㅂ니다""",,,,,,,,,,,,,,
"""중간 나 기말 를 모두 잘 보 면 A + "," 한 쪽 만 잘 보 면 B + 이 ㄴ 강의 이 ㅂ니다""",,,,,,,,,,,,,,
오전 수업 이 라 출석 이 그리 좋 지 ㄴ 못하 았 는 데 에 시험 전날 밤새 서 어 달달 외우 었 더니 생각 보다 성적 이 꽤 좋 게 나오 았 어요,,,,,,,,,,,,,,
수업 열심히 듣 고 시험 준비 하 면 점수 잘 나오 아요,,,,,,,,,,,,,,
친구 는 중간 망치 어서 기말 때 좀 더 공부 하 았 는데 B + 나오 는 것 을 보 니,,,,,,,,,,,,,,
학생 들 의견 잘 반영 하 시 는 편 이 고 과목 특성 상 지루 하 ㄹ 수 있 는데 교수 님 나름 대로 지루 하 ㄴ 것 해소 하 려 노력 하 십 ㅂ니다,,,,,,,,,,,,,,
난이도 는 그렇게 어렵 지 않 고 국문학 도로 서 고전 시가 의 원문 을 읽 어 보 ㄴ다는 데 의의 를 두 ㄴ다면 그리 나쁘 ㄴ 강의 는 아니 지만 교수 님 딕션 이 분명 치 않 으시 ㄴ 탓 에 놓치 는 부분 이 꽤 있 어서 온라인 강의 를 매우 집중 하 아서 이 ㄴ 내심 을 가지 고 2 번 은 돌리 어 듣 어야 하 았 습니다,,,,,,,,,,,,,,
4 학년 강의 라 하 기 에 ㄴ 난이도 면 에서 나 깊이 면 에서 나 무척 어 중간 한 강의 이 었 습니다,,,,,,,,,,,,,,
"""시험 은 증명 문제 1 개 씩 나오 고 "," 단위 랑 벡터 잘 쓰 시 어요""",,,,,,,,,,,,,,
수업 내용 에 비하 아 시험 이 쉽 ㄴ 편 이 이 었 지만 .. 교수 님 도 그것 ㄹ 느끼 었 는지 마지막 시험 은 변별력 에 신경 을 많이 쓰 시 ㄴ 것 같 았 습니다,,,,,,,,,,,,,,
수업 은 진짜 잘 하 시 는데 시험 이 진짜 쉽 ㅁ,,,,,,,,,,,,,,
매주 내주 는 숙제 만 무난 하 게 풀 ㄴ다면 시험 괜찮 게 보 ㄹ 수 있 음,,,,,,,,,,,,,,
... 2 차 가 제일 어렵 다고 하 시 는데 어렵 기 는 하 았 으나 3 차 도 만만 치 않 았 음 ...,,,,,,,,,,,,,,
수업 잘 가르치 어 주 시 고 시험 1 차 쉽 고 2 차 3 차로 갈수록 어렵 ㄴ .. 분명히 3 차 쉽 ㄹ 끄 어라 하 시 었 는데 속 지 말 으시 어요,,,,,,,,,,,,,,
시험 시간 은 7080 분 사이 로 많 지 ㄴ 않 은데 1 차 는 상 난이도 의 문제 가 6 문제 중 0,,,,,,,,,,,,,,
5 문제한 문제 의 소 문제 말하 ㄴ 것 밖에 없 을 정도 로 쉽 지만 2 3 차 는 꽤 나 까다롭 ㄴ 편 이 ㅁ,,,,,,,,,,,,,,
물론 시험 이 엄청 쉽 지 는 않 지만 강의 를 열심히 듣 고 내용 들 을 잘 이해 하 았 다면 학점 따 기 는 엄청 힘들 지 는 않 다,,,,,,,,,,,,,,
재미있 으 시 기 는 한데 시험 때 말 을 걸 거나 그래서 좀 부담 스럽 ㄹ 때가 있 다,,,,,,,,,,,,,,
시험지 에 ㄴ 최대한 많 은 내용 을 담 아야 고득점 하 ㄹ 수 있 을 것 이 다,,,,,,,,,,,,,,
하지만 꼼꼼 하고 많 은 것 을 쓰 는 편 이 ㄴ 사람 들 에게 는 이 득 이 ㄹ 수 있 음,,,,,,,,,,,,,,
물론 꼼꼼 하 게 채점 하 시 는 탓 에 싫어하 는 사람 이 있 을 수 도 있 지만 한두 번 하 다,,,,,,,,,,,,,,
1 학기 때 그래도 수업 방식 은 몸 으로 익히 었 으니까 수업 내용 을 따라가 려고 노력 하고 같 은 문제 를 스스로 풀 고 암기 하 아서 도 풀 수 있 는 수준 으로 끌어올리 니까 시험 점수 가 아주 잘 나오 더라구요,,,,,,,,,,,,,,
또한 1 차 시험 이 끝나 고 교수 님 께서 는 반 들 끼리 의 시험 성적 평균 을 맞추 기 위하 아 난이도 조절 을 조금 만 하 ㄴ다고 하 시 나 난이도 조절 조금 만 하 시 어도 난이도 가 엄청나 게 증가 하 니 염두 하 아야 하 ㄹ 것 이 다,,,,,,,,,,,,,,
정리 하 자면 공부 하 기 에 는 좋 은 수업 이나 학점 따 기 는 어렵 다,,,,,,,,,,,,,,
시험 난이도 조절 도 잘 못하 시 고 수업 시간 때 특정 학생 지적 을 많이 하 시 ㅁ,,,,,,,,,,,,,,
"""시험 난이도 가 별로 임 "," 시험 점수 매기 는 것 깐깐 하고 시험 도 중 학생 한테 말 걸 거나 얘기 하 ㄹ 때 있 는데 진짜 신경 쓰이 고 스트레스 받 아요""",,,,,,,,,,,,,,
물론 모두 제로 베이스 에서 시작 하 는 수업 이 라 열심히 하 면 학점 따 가 ㄹ 수 있 음,,,,,,,,,,,,,,
교수 님 친절 하 시 어서 공부 하 고자 하 는 의지 가 있 다면 많이 묻 고 배우 ㄹ 수 있 음,,,,,,,,,,,,,,
진도 내용 을 다 이해 하 았 으면 시험 은 어렵 지 않 게 풀 수 있 음,,,,,,,,,,,,,,
학점 잘 주 ㄴ다는 노잼 수업 보다  좋 은 교수 님 수업 들 으면서 공부 하 는 것 이 더 좋 다,,,,,,,,,,,,,,
시험 반영 비율 은 중간 30 기말 60 으로 성적 반영 하 거나 기 말 605 하 아서 기말 90 으로 더 잘 나오 ㄴ 성적 반영 하 ㄹ 수 있 어요,,,,,,,,,,,,,,
중간 만점 이 30 기말 만점 이 60 으로 반영 비율 만 크 ㄴ 것 이 아니 라 같 은 시험 시간 에 시험 문제 도 두 배 정도 이 ㅂ니다,,,,,,,,,,,,,,
범위 도 중간 부분 이 아예 알 ㄴ 들어가 는 것 은 아니 라서 기말 잘 보 면 되 겠 지 하 고 중간 버리 는 것 은 추천X,,,,,,,,,,,,,,
중간 성적 알리 어 주 면서 대략적 으로 이 점수 면 이 정도 등급 이 다 하 고 알리 어 주 었 는데 기준 이 까다롭 어 보이 었 음,,,,,,,,,,,,,,
학점 은 성적 입력 기간 마감 30 분 전쯤 에 올리 ㄴ 듯,,,,,,,,,,,,,,
시험 은 기 출 과 거의 비슷 하 게 내시 며 난이도 는 그렇게 어렵 지 않 다,,,,,,,,,,,,,,
"""그렇 기 에 변별력 이 떨어지 어 실수 "," 출석 등 이 타 수업 에 비하 아 높 은 비중 을 차지 하 ㄴ다""",,,,,,,,,,,,,,
단 4 번 문제 에 는 응용력 이 필요 하 아서 여기 서 점수 가 ㄹ 립 니 다 교수 님 책임감 도 있 으시 고 강의 력 도 훌륭 하 시 ㅂ니다,,,,,,,,,,,,,,
중간 중간 에 재미있 는 애기 도 많이 하주 시 어요,,,,,,,,,,,,,,
진짜 갓 창 수 열심히 하 ㄴ 만큼 점수 나오 아 요 다만 비율 이 딱딱 나누 어서 주 기 때문 에 점수 보 고 약간 실망 하 ㄹ 수 는 있 음,,,,,,,,,,,,,,
그날 배우 ㄴ 것 그날 복습 하고 하 ㄴ 단원 끝 날 때 마다 연습 문제 풀 고 수업 잘 들 으면 성적 잘나 오 ㅁ,,,,,,,,,,,,,,
벼락치기 하 기 에 는 내용 이 생각 보다 방대하 주관식 객관식 에서 시험 점수 가 갈리 기 때문 에,,,,,,,,,,,,,,
"""다만 "," 시험 문제 는 매우 어렵 어 요""",,,,,,,,,,,,,,
"""교수 님 은 좋 으시 ㄴ 분 그러나 수업 이 일방적 이 고 빠르 며 "," 시험 변별력 이 없 음""",,,,,,,,,,,,,,
학생 들 이야기 를 참 잘 들 어 주심 .. 피드백 이 빠르 ㅁ,,,,,,,,,,,,,,
이번 중간 에 는 교수 님 이 작년 기 출 올리 어 주 시 고 연습 문제 찝어  공부 하 ㄹ 때 수월 햇  근데 안 배우 ㄴ 데 에서 도 시험 문제 나오 아서 교재 에 나오 는 것 위주 로 공부 하 는 것 추천 단점 은 교수 님 목소리 가 작 아서 이 ㄴ지 졸립 구 뒤 에 는 필기 가 잘 안 보이 ㄴ다는 것 ....,,,,,,,,,,,,,,
마지막 으로 학생 들 에게 정도 많 으시 고 배려 하 아 주 시 는 것 이,,,,,,,,,,,,,,
미시 는 성빈 이 형 것 듣 자 성빈 이 형 잘 가르치 어 주 시 ㄴ 다 하 나 를 가르치 면 열 을 더 가르치 어 주 시 ㄴ 다 근데 어렵 지 ㄴ 않 다,,,,,,,,,,,,,,
"""시험 방식 이 독특 하 ㄴ 데 중간 40 기말 60 "," 기말 100 중 에 잘 보 ㄴ 것 으로 학점 을 주 시 ㅂ니다""",,,,,,,,,,,,,,
중간 을 망치 어도 기말 에 기회 가 있 고 생각 보다 점수 는 잘 주 시 ㅂ니다,,,,,,,,,,,,,,
중간 는 무난 하 나 기말 는 저 는 범위 에서 출제 가 되 는데 좀 어려움,,,,,,,,,,,,,,
"""중간 40 + 기말 60 으로 합산 하 ㄴ 점수 와 기말 100 으로 계산 하 ㄴ 점수 중 에 좋 은 것 으로 성적 을 매기 시 는데 "," 중간 를 망치 어도 한번 더 기회 를 주시 려는 것""",,,,,,,,,,,,,,
중간 이 족 보 랑 똑같이 나오 았 다고 는 하지만 난이도 가 그렇게 높 은 것 은 아니 라 혼자 서 도 충분히 하 ㄹ 만 하 ㄴ 수준 이 었 음,,,,,,,,,,,,,,
기말 은 족 보도 없 어서 열심히 공부 하 았 는데 중요 하 다는 것 은 1 도 안 나오 고,,,,,,,,,,,,,,
라고 하 았 던 것 거의 안 나오 아 서 시험 보 면서 메 ㄴ 붕 ... 독과점 만 3 주인 가 하 았 는데 꾸르 노 모형 이런 문제 는 단 한 문제 도 안 나오 고 스치 어 지나가 ㄴ 가격지수 이런 것 나오 아서 ... 수업 자체 는 나쁘 지 ㄴ 않 았 지만 살짝 뒷통수 맞 은 느낌 ..,,,,,,,,,,,,,,
시험 은 논술 형 이 고 시간 이 좀 빡빡 하 ㅁ,,,,,,,,,,,,,,
실강 에서 는 모르 면 알아먹 을 때 까지 예제 풀 어 주 시 고 질문 도 받 아 주 시 고 .. 그래도 못 알아듣 기 는 하지만 .. 시험 도 찝  편 이 라 천천히 무슨 말 인가 혼자 공부 하 면 점수 는 받 을 수 있 음,,,,,,,,,,,,,,
교수 님 은 좋 으시 ㄴ 분 같 았 지만 ... 수업 은 별로 ... 미시 가 원래 어렵 ㄴ 과목 이 ㄴ데 설명 이 더 어렵 었 다,,,,,,,,,,,,,,
"""숙제 X 팀 프로젝트 X 출석 은 매번 부르 시 고 "," 교수 님 은 착하 시 고 배려 심 있 으시 ㄴ데 강의 력 이 좋 지 않 은 편""",,,,,,,,,,,,,,
2 시험 및 성적,,,,,,,,,,,,,,
"""주로 계산 문제 "," 그래프 를 이용 하 아 풀 라는 식의 서술 형 이 많이 나오 는 편 이 ㅁ""",,,,,,,,,,,,,,
생각 보다 학점 이 X 100 잘 나오 아서 깜짝 놀라 었 다,,,,,,,,,,,,,,
시험 이 어렵 지만 다 같이 못하 아서 생각 보다 성적 잘나 오 ㅁ,,,,,,,,,,,,,,
갓 갓 갓 갓 갓 갓 갓 갓 갓 갓 갓 갓 갓 갓 이 ㅂ니다,,,,,,,,,,,,,,
"""근데 + 은 진짜 잘 안주시 는 듯 별 일 없 으면 매주 퀴즈 "," 단원 마다 숙제 조금 힘들 기 는 하 어 도 점수 후하 게 주 시 어서 많이 부담 스럽 ㄴ 정도 는 아니 ㅁ""",,,,,,,,,,,,,,
"""교수 님 은 시험 문제 에서 뒷통수 절대 안치 고 중요 하 ㄴ 것 ", 계산 안 복잡 하 ㄴ 것 ," 퀴즈 에 나오 았 던 문제 위주 로 내심 시험 에 한 번  요런 것 내 니까 주의 하 시 어요""",,,,,,,,,,,,,,
근데 그만큼 사람 들 평균 이 높 고 열의 가 많 아서 성적 잘 받 기 는 어렵 어 요,,,,,,,,,,,,,,
그저 빛 ... 사실 과목 자체 도 전자회로 의 연장선 이 고 시험 문제 도 그렇게 어렵 게 안내 심 채점 방식 이 무엇 보다 좋 은 것 이 문제 풀 거나 공부 하 면서 과목 특성 상 답 을 정확히 맞추 기 힘들 ㄴ 데 에 교수 님 이 직접 매기 시 면서 부분 점수 를 후하 게 주 시 기 때문 에 공부 에 스트레스 를 안 받 음,,,,,,,,,,,,,,
무엇 보다 실질적 으로 회로 의 마지막 강의 라 그런 것 이 ㄴ지 이번 에 다 들 열심히 하 았 던 것 이 ㄴ지 이제껏 다른 강의 보다 학점 도 관 대하 게 주심,,,,,,,,,,,,,,
다만 숙제 해답 을 안 올리 어 주 시 어서 많이 하 ㅁ,,,,,,,,,,,,,,
다만 숙제 에 대하 ㄴ 피드백 이 없 으시 ㄴ 것 랑 스파이스 숙제 는 좀 아쉽 ㄴ 부분,,,,,,,,,,,,,,
수업 준비 좀 잘 하 아 오 시 었 으면 .... 교수 님 이 전공 이 이 쪽 이 아니 라 상당히 애매 하 ㅂ니다,,,,,,,,,,,,,,
학점 잘 받 기 는 좋 은데 배우 는 면 에 있 어서 는 그닥 ...,,,,,,,,,,,,,,
양 승인 교수 님 수업 3 번 듣 었 어서 알 는 데 중간 기 말 점수 로 만 학점 갈리 는 것 이 맞 는 것 같 아요,,,,,,,,,,,,,,
시험 난이도 조절 능력 치 0 에 수렴 ..,,,,,,,,,,,,,,
퀴즈 는 예고 없이 갑자기 보 나 역시 쉽 어서 공부 를 조금 씩 해 두 면 좋 습니다,,,,,,,,,,,,,,
열심히 하 어 도 점수 잘 알 ㄴ 나 옴 시험 한 번 이 ㄴ데 50 이 ㄴ가 그래서 부담 되 ㅁ,,,,,,,,,,,,,,
기말 에 ㄴ 전범 위 시험 이 길 ㄴ 한데 열심히 하 면 충분히 다 하 ㄹ 수 있 음,,,,,,,,,,,,,,
"""기말 전 에 레포트 가 하나 나오 ㄹ 터 이 ㄴ데 "," 여기 서 기말 시험 문제 하나 를 내신 다""",,,,,,,,,,,,,,
이론 수업 실습 수업 하 아서 두 번 이루어지 는데 매번 복습 도 꼼꼼히 챙겨주 시 ㄴ다,,,,,,,,,,,,,,
시험 은 쉽 고 공부 말 ㄴ 빡 시 하 면 어렵 지 않 음,,,,,,,,,,,,,,
사람 도 좋 고 학점 도 채우 어 주 시 고 수업 은 잘 .. 하 는 것 은 아니 ㄴ데 따르 아 말 ㄴ 가 면 건 질 게 많 은 수업,,,,,,,,,,,,,,
학기 초 에 리눅스 가 뭐 니 LS 니 VI 니 치 이 면서 버벅  스스로 가 학기 말 에 ㄴ 익숙 하 지 어 있 는 모습 을 발견 하 ㄹ 수 있 음,,,,,,,,,,,,,,
A 엄청 채우 어 주 시 ㄴ 듯 기말 망하 아서 고민하 있 었 는데 꽉 꽉 채우 어 주 시 어서 감사 하 ㅂ니다,,,,,,,,,,,,,,
실기 시험 1 번,,,,,,,,,,,,,,
"""중간 기말 필기 시험 보 고 "," 우선 이해 하 기 쉽 게 잘 설명 하 아 주 시 ㅂ니다""",,,,,,,,,,,,,,
