이 수업 이 연 강인 데 출석 은 시작 하 ㄹ 때 만 부르 시 고 출석 을 부르 시 ㄴ 이후 에 는 출석 에 대하 어 전혀 신경 쓰 지 않 으시 었 다,,,,,,,,,,,,,,
갓 창 근 회로 이론 전자회로 응용 전지 회로 다 창 근 교수 님 듣 었 는데 후회 없 다,,,,,,,,,,,,,,
"""근데 + 은 진짜 잘 안주시 는 듯 별 일 없 으면 매주 퀴즈 "," 단원 마다 숙제 조금 힘들 기 는 하 어 도 점수 후하 게 주 시 어서 많이 부담 스럽 ㄴ 정도 는 아니 ㅁ""",,,,,,,,,,,,,,
갓 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근,,,,,,,,,,,,,,
무엇 보다 실질적 으로 회로 의 마지막 강의 라 그런 것 이 ㄴ지 이번 에 다 들 열심히 하 았 던 것 이 ㄴ지 이제껏 다른 강의 보다 학점 도 관 대하 게 주심,,,,,,,,,,,,,,
인성  귀엽 ㄴ 외모 뭐 하나 빠지지 않 는 갓 창 근 교수 님 ... 회로 쪽 생각 하 시 ㄹ 것 면 무조건 박창근 교수 님 강의 들 으시 어요,,,,,,,,,,,,,,
학점 잘 받 기 는 좋 은데 배우 는 면 에 있 어서 는 그닥 ...,,,,,,,,,,,,,,
왜 퇴직 하고 아직 도 명예교수 로 학교 에 남 아 있 는지 의 문 이 ㅂ니다,,,,,,,,,,,,,,
얻 는 거기 아무것 도 없 는 강의 이 ㅂ니다,,,,,,,,,,,,,,
사람 도 좋 고 학점 도 채우 어 주 시 고 수업 은 잘 .. 하 는 것 은 아니 ㄴ데 따르 아 말 ㄴ 가 면 건 질 게 많 은 수업,,,,,,,,,,,,,,
"""C + + 잘 모르 았 는데 많이 "," 잘 배우 어 가 ㄹ 수 있 었 음""",,,,,,,,,,,,,,
코딩 을 잘 모르 시 는 1 학년 분 들 은 많이 배우 ㄹ 수 있 는 기회 이 ㄹ 것 이 에요,,,,,,,,,,,,,,
그렇지만 수업 듣 고 구글 링 하 면 2 시간 넘 게 걸리 는 숙제 는 없 었 어요,,,,,,,,,,,,,,
덕분 에 C 언어 를 굉장히 재미있 게 배우 ㄴ 것 같 아요,,,,,,,,,,,,,,
수업 만 잘 들 으면 그냥 A + 이 니까 출 결 이랑 수업 만 집중 하 시 어요,,,,,,,,,,,,,,
학점 은 좀 마음 아프 지만 그래도 수업 이랑 강사 님 이 좋 으시 어서 5 별,,,,,,,,,,,,,,
"""첫 번 째 로 는 수업 의 내용 이 좋 고 유익 하 아서 열심히 듣 게 되 는 수업 이 고 "," 두 번 째 는 수업 의 질 은 상당히 떨어지 지만 교수 님 한테 찍히 면 큰일 나 ㄹ 것 같 아서 어쩌 ㄹ 수 없이 열심히 듣 게 되 는 수업 이 다""",,,,,,,,,,,,,,
자바 를 실무 에서 사용 하 ㄹ 때 실용적 이 ㄴ 패턴 들 을 알리 어 주 어서 언어 의 문법 만 배우 는 다른 수업 보다 더 유용 하 았 다,,,,,,,,,,,,,,
강의 에서 는 GOF 의 디자인 패턴 중 10 개 남짓 되 는 디자인 패턴 을 가르치 어 주 고 실습 을 하 는 방식 으로 지 ㄴ 행이 되 ㅂ니다,,,,,,,,,,,,,,
이 수업 에서 자바 배우 려는 분 들 은 비추,,,,,,,,,,,,,,
"""디자인 패턴 을 가르치 어 주 는 과목 들 이 교 내 에 거의 없 는데 "," 강추 드리 ㅂ니다""",,,,,,,,,,,,,,
"""A 로 채우 어 주시 길 ㄴ 하 는데 하 ㄴ 학기 동인 배우 ㄴ 것 은 없 는 듯 ", , , ," 진짜 그냥 학점 만 받 을 사람 한테 추천 ...""",,,,,,,,,,,,,,
수업 시간 에 배우 ㄴ 것 만 으로 는 절대 충분 하 지 않 습니다,,,,,,,,,,,,,,
진짜 엄청 잘 가르치 어 주 시 고 꼼꼼 하고 하 ㄴ 학기 동안 에 자바 를 이렇게 나 꼼꼼히 잘 배우 었 다니 말 이 안 되 고 너무 감사 하고 교수 님 인간적 으로 도 좋 으시 어요,,,,,,,,,,,,,,
1 교시 라 힘들 어 뒤지 ㄹ 것 같 았 지만 수업 도 열심히 듣 게 되 고 즐겁 었 어요,,,,,,,,,,,,,,
숙제 는 솦트 기준 실습 시간 에 이론 시간 에 배우 ㄴ 단원 기초 문제,,,,,,,,,,,,,,
열정 있 게 가르치 어 주 려고 하 시 는 몇 안 되 는 저 의 기준 교수 님 중 한 분,,,,,,,,,,,,,,
수업 만들 어도 도움 이 되 나 프로젝트 하 ㄹ 때 는 독학 하 아야 대 는 것 이 아쉽 지만 그래도 전반적 이 ㄴ 수업 이나 실력 향상 에 도움 되 ㅂ니다,,,,,,,,,,,,,,
꼰대 같 은 것 은 잘 모르 겠 음,,,,,,,,,,,,,,
파이 썰 ㄴ 뿐 만 아니 라 앞 으로 개발자 가 되 기 위하 아서 무엇 을 하 아야 하 ㄹ지 자꾸 일깨우 어 주 시 어서 멘토 같 다는 느낌 을 많이 받 았 습니다,,,,,,,,,,,,,,
알 ㄴ 듣 어서 후회 하 ㄹ 일 은 있 어도 듣 어서 후회 하 ㄹ 일 은 없 을 것 이 다,,,,,,,,,,,,,,
나 는 분명히 여 어 어 얼 심히 공부 를 하 았 는데 왜 이 ㄹ까 ... 컴퓨터 언어 는 재능 이 ㄴ 것 같 다,,,,,,,,,,,,,,
"""C 강의 교내 1 탑 .. 단 "," 본인 이 C 언어 못하 면 답 없 음""",,,,,,,,,,,,,,
공대 생 이 지만 수업 잘 가르치 시 고 나름 프 잉 재미있 게 배우 ㅁ,,,,,,,,,,,,,,
학생 들 이 잘 따라오 고 있 는지 도 통 반응 이 없 으니 가르치 ㄴ 것 두 세 번 반복 하 ㄹ 때가 있 어서 좀 답답 하 ㅁ,,,,,,,,,,,,,,
이 번 것 은 재수 강반 이 ㄴ데 앞 에 쓰 ㄴ 것 보 고 도 전하 지 말 시 기 ㄹ .. 고 학번 이기 길 ㄴ 어리 어 습니다,,,,,,,,,,,,,,
열심히 하 았 다 생각하 았 는데 실습 비율 이 은 근 크 어서 학점 은 아쉽 었 지만 ... 교수 님 은 아재 개그 좋아하 시 는 우리 아버지 친구 같 고 귀 여우 심,,,,,,,,,,,,,,
가르치 어 주 는 것 에서 딱 프로젝트 에서 쓰 었 으면 하 는 핀트,,,,,,,,,,,,,,
무슨 내용 이 ㄴ지 진짜 한 4 번 은 다시 들 었 던 것 같 다,,,,,,,,,,,,,,
교수 님 자체 는 착하 시 ㄴ 분 이 ㄴ데 수업 이 진짜 1 도 안착 하 니까 그 부분 은 각오 하고 듣 으시 시 어야 하 ㅁ,,,,,,,,,,,,,,
"""교수 님 도 원래 1 학년 안 가르치 셨 는데 올라오 는 애 들 이 다 들 씨 언어 포기 하고 오 니까 안 되 겠 다고 직접 가르치 겠 다며 1 학년 수업 하 시 게 되 ㄴ 것 이 ㄴ데 "," 사실 교수 님 이 처음 부터 자기 수업 빡 세 ㄹ 테 니까 정정 기간 에 다른 반 가 라고 가 라고 하 시 ㅁ""",,,,,,,,,,,,,,
그저 그럼 수업 빠지 어도 별로 타격 은 없 는데 C 를 하 ㄴ 번 도 접하 아 본 적 없 는 사람 이 면 중간 이후 에 빠지 면 그냥 망 햇 다고 생각 하셈 설명 잘 하 어 주 고 일반적 이 ㄴ 책 에서 배우 지 못하 는 것 을 알리 어 주 ㅁ,,,,,,,,,,,,,,
” 저 의 발 늦잠 자서 수강 신청 망하 지 말 아라 너 인생 그거 하나 에 훅 가 ㄴ다,,,,,,,,,,,,,,
컴 학도 아니 ㄴ데 진도 가 무지 하 게 빠르 고 배우 어 본 적 도 없 는 C 언어 를 빠르 게 가르치 시 ㅂ니다,,,,,,,,,,,,,,
나 는 코드 도 짜 았 고 프로젝트 도 내 었 지만 뭘 배우 ㄴ 것 이 ㄴ지 나 는 모르 겠 다,,,,,,,,,,,,,,
모르 아서 틀리 ㄴ 것 은 없 고 .. 실습 은 쉽 었 음,,,,,,,,,,,,,,
진짜 별 1 점 주 기 도 아깝 ㄴ 교수 님 이 었 음,,,,,,,,,,,,,,
꼭 수강 하 시 어서 맛있 는 구 2 프로그래밍 능력 얻 어가 시 라는 의미 에서 2 점 드리 겠 습니다,,,,,,,,,,,,,,
잘 가르치 시 ㄴ 다 개인적 으로 렉토피  강의 보다 잘 가르치 시 는 것 같 다,,,,,,,,,,,,,,
한 학기 동안 무엇 을 배우 었 는지 모르 겠 어요,,,,,,,,,,,,,,
진짜 로 저 가 대학 생활 1 년 하 면서 가장 잘못 되 ㄴ 선택 을 하 ㄴ 부분 같 아 요 진짜 절대로 듣 지 말 으시 어요,,,,,,,,,,,,,,
근데 배우 ㄹ 것 이 잇 다던가 그런 것 바라 는 것 면 절대 오 지 말 아라 솔직히 잘하 는 학생 들 학점 받아먹 는 용 빼 고 도저히 가치 가 아 없 음,,,,,,,,,,,,,,맞는거 같은데 애매한 워딩
수업 때 뭘 배우 는 지 모르 겠 고 C 언어 수업 이 ㄴ데 자바 프로젝트 만들 어 오 라고 하 시 어서 마지막 쯤 에 고생 좀 하 ㅁ,,,,,,,,,,,,,,
다른 것 은 모르 겠 고 학점 잘 주 시 ㄴ다는 것 이 최고 장점,,,,,,,,,,,,,,
수업 때 가르치 어 주 는 것 없 다고 투덜대 는 것 은 떠먹 여주 는 방식 의 수업 에 익숙 하 지 어서 나타나 는 반응 이 라고 생각,,,,,,,,,,,,,,
에 그 ... 강의 평 을 .. 강의 평 에서 ... 강의 평 으로 갖 다가 ... 글 을 쓰 ㄴ다는 일 을 작성 해보 자면 ... 크 게 도움 이 되 ㄴ 다 느끼 어 지 지 ㄴ 않 는 다 잉 ... 발구르 기 하지만 수업 자체 의 강도 는 세 ㄴ 편입 ㅂ니다,,,,,,,,,,,,,,
우선 C + + 문법 은 다 가르치 어 주 시 고 숙제 도 지금 생각하 아 보 면 자료구조 공부 하 ㄹ 때 은 근 도움 이 많이 되 는 것 같 다,,,,,,,,,,,,,,
고프 를 제일 많이 가르치 시 ㄴ 것 같 은 데 정작 .. 읍 ..,,,,,,,,,,,,,,
처음 에 ㄴ 어는 정도 열심히 들 어 보 았 지만 수업 이 재미 가 없 는 것 이 ㄴ지 과목 이 재미 가 없 는 것 이 ㄴ지 점점 안 듣 게 되 었 습니다,,,,,,,,,,,,,,
"""밑 에 별점 2 개 이상 줄 ㄴ 사람 무엇 이 ㄹ까 ..... 김밥 은 음 .... 정성 들이 어서 싸오 시 ㄴ 점 은 감사 하 지만 ", , , , 훔 , , , , ,"""",,,,,,,,,,,,,,
듣 지 말 아 삼 맨날 퀴즈 보 고 개 빡 침 숙제 없 음,,,,,,,,,,,,,,
관심 도 없 고 대학 오 아서 처음 접하 아 보 는 과목 치고 는 빡 세 고 범위 도 넓 음,,,,,,,,,,,,,,
예 를 들 면 진로 얘기 가 많 아서 플밍 수업 이 아니 라 진로 수업 이 ㄴ 줄,,,,,,,,,,,,,,
자신 이 원래 잘 하 ㄴ다면 다른 애 들 이 이 수업 만 을 듣 고 배우 ㄹ 수 는 없 으니 학점 은 잘 나오 ㄹ 것,,,,,,,,,,,,,,
매주 가장 시간 이 아깝 고 화 가 나 았 던 시간 을 꼽 으라면 이 교수 님 의 강의 시간 이 었 습니다,,,,,,,,,,,,,,
진짜 똥 강 수업 도 구리 고 숙제 는 오 지 게 많 고 인성 도 별로 이 ㄴ 듯,,,,,,,,,,,,,,
이것 만 보 고 와 개 꾸 ㄹ 하 고 오 면 이 수업 에 아주 뒤 1 지 는 것 이 ㅁ,,,,,,,,,,,,,,
전선 이 니까 예비 글 미 2 학년 은 절대로 절대로 절대로 이 수업 듣 지 말 아라,,,,,,,,,,,,,,
"""' 어차피 1 학년 수업 "," 대충 하 면 되 지 ' 라는 마인드 가 잘 느끼 어 지 고 수업 준비 같 은 것 도 전혀 없 음""",,,,,,,,,,,,,,
왜 이번 학기 에 배우 는 지 이 하 아 안 가 는 과목 .. 이번 학기 는 교수 님 이 강의 를 올리 어 주 어서 수월 하 았 다 결과 를 다 알 고 있 다면 중요 하 ㄴ 점 이 명확 하 아 공부 하 기 쉽 다는 것 이 장점 결과 를 알 는 것 이 어렵 다는 것 이 단점 참고 로 시험 문제 에 시약 의 풀 네임 이나 분자 구조 그리 라는 문제 를 출제 하 시 었 음,,,,,,,,,,,,,,
수강 인원 이 적 은 데 2 학점 이 라니 것 이 다가 필수 내용 도 쉽 지 않 고 참고 하 ㄹ 레포트 가 없 으면 힘 들 ㅁ,,,,,,,,,,,,,,
진짜 말 도 안 되 는 이 상한 조 별 토의 를 반영해 진도 도 안 나가 고 배우 ㄴ 것 이 1 도 없 는 과목,,,,,,,,,,,,,,
수강 신청 가장 낮 은 순위 하 아도 신청 하고 도 남 아 용,,,,,,,,,,,,,,
그냥 1 학점 챙기 어 가 는 개 꾸 ㄹ 수업,,,,,,,,,,,,,,
PF 에 숙제 도 없 고 인터넷 강의 만 들 으면 1 학점 받 는 완전 꿀 과목 이 에요,,,,,,,,,,,,,,
수강 신청 때 수강 가능 학점 이 1 학점 밖에 안 남 아 서 신청 하 았 는데 내용 도 알차 고 부담 이 없 어서 잘 들 었 습니다,,,,,,,,,,,,,,
비추 .. 1 학점 치고 시키 는 것 이 나 도 많 음,,,,,,,,,,,,,,
이 라 핵심 교양 채우 ㄹ 수 있 어서 좋 았 음,,,,,,,,,,,,,,
"""수업 내용 이 졸리 ㄴ 것 "," 모든 실험 이 그렇듯이 1 학점 주제 에 숙제 가 4 학점 분량 이 ㄴ 것 빼 고 는 모든 것 이 짱짱 알 는 것 이 많 으시 어서 물어보 면 알 는 것 은 다 친절 하 게 대답 하 아 주 시 어요""",,,,,,,,,,,,,,
매주 숙제 가 있 기 ㄴ 한데 이 것 없 었 으면 강의 알 ㄴ 듣 었 을지 도 .. 숙제 도 엄청 응용 은 아니 에요,,,,,,,,,,,,,,
근데 뭐 안 듣 을 수 는 없 지 않 수 그냥 들 으 셈 시간 다 알 ㄴ 채우 고 빨리 끝내 주 고 교수 님 이 배려 많이 하 어 주 니까,,,,,,,,,,,,,,
그러나 1 학점 이 라는 이 유 때문 에 다 들 신경 잘 안 쓰 ㄴ다,,,,,,,,,,,,,,
쯤 되 어서 배우 ㄴ 것 이 많이 없 는 상태 에서 12000 자 이상 을 쓰 라 하 니까 어렵 었 어요,,,,,,,,,,,,,,
음 ... 어떤 것 을 배우 었 는지 가 그렇게 기억 에 남 는 수업 은 아니 었 어요,,,,,,,,,,,,,,
등록금 도 아깝 고 시간 도 아깝 고 교수 님 비난 에 상처 받 은 나 의 멘탈 이 아깝 ㅁ,,,,,,,,,,,,,,
출석 도 딱히 중요 하 지 않 는 듯 출 튀 하 아도 모르 시 ㄹ 것 같 음,,,,,,,,,,,,,,
한 마디 로 무엇 을 배우 는 것 이 ㄴ지 모르 겠 었 던 강의,,,,,,,,,,,,,,
합평 이 무엇 이 ㄴ지 교수 조차 모르 는 수업,,,,,,,,,,,,,,
교수 님 이 왜 굳이 조르 ㄹ 만들 것 이 하 아서 수업 을 듣 게 하 는지 모르 겠 네요,,,,,,,,,,,,,,
예술 은 돈 주 고 배우 는 것 이 아니 ㄴ 것 이 ㄴ가 후회 하 게 되 ㅁ,,,,,,,,,,,,,,
물론 출석 지각 별로 없 기 는 하 았 음,,,,,,,,,,,,,,
교수 님 이 합평 의 의미 가 무엇 이 ㄴ지 잘 모르 시 는 것 같 았 습니다,,,,,,,,,,,,,,
입학 하고 처음 으로 듣 는 전공 수업 이 었 는데 나 가 이러 려고 이 비싸 ㄴ 돈 내 고 학교 다니 나 하 는 생각 에 현 타 도 오 았 습니다,,,,,,,,,,,,,,
좋 겠 다 재미 도 없 고 집중 도 안 되 고 등록금 아깝 다,,,,,,,,,,,,,,
물음표 이 ㄴ 수업 학점 기준 알 수 없 는데 왠지 학기 초 에 내 ㄴ 단편 한 편 이 좌우 하 는 것 같 음,,,,,,,,,,,,,,
솔직히 뭘 배우 ㄴ 지 는 자 ㄹ 모르 겠 지만 수업 중 에 자 도 별로 점수 에 영향 없 고 출석 반영 이 되 는지 는 잘 모르 겠 음,,,,,,,,,,,,,,
수업 개 못하 고 지루 하고 전달력 적 고 시험 도 완전 어렵 게 내 고 무엇 보다 같 은 톤 으로 수업 하 는데 미침 듯이 지루 하고 이해도 안 가 고 졸리 어 뒤지 겠 음,,,,,,,,,,,,,,
범위 와 숙제 는 좀 에 바 쎄 바지 만 교수 님 강의 력 이 커버 침 머릿속 에 무엇 ㄴ가 남기 는 것 이 많 은 느낌 느낌 만 실제로 어떤 지 ㄴ 묻 지 말 아 셈 아무튼 학문 공부 하고 싶 다면 다고 생각 하 ㅁ,,,,,,,,,,,,,,
"""또한 창업 이 라는 주제 에 대하 여 보다 간략 하고 효율적 이것 이 저희 에게 알리 어 주 시 었 고 다양 하 ㄴ 마케팅 방법 ", 소비자 들 의 니즈 를 파악 하 는 방법 , SWOT 분석 ," 사업 계획서 작성 등 등 1 학년 으 로서 배우 ㄹ 수 없 는 내용 들 을 많이 담 아 가 았 던 것 같 습니다""",,,,,,,,,,,,,,
... ' 7 성 급 호텔 에 가 아서 제일 좋 은 방 에 누르 어 앉 고 싶 다,,,,,,,,,,,,,,
3 시 간 수업 이 라는 설명 과 는 달리 3 시간 을 꽉 채우 어서 수업 하 아 본 적 은 없 는 것 같 고 수업 시간 에 틈틈이 쉬 는 시간 도 많이 주 시 었 고 루즈 하 시 다며 음료수 도 자주 사주 시 었 습니다,,,,,,,,,,,,,,
강의 의 단점 을 꼽 고 싶 지만 특정 히 없 는 것 같 고 목요일 6 시 에 배정 되 어 있 어 학교 에 좀 늦 게 까지 남 아 있 어야 하 ㄴ다는 점 ..,,,,,,,,,,,,,,
1 학기 때 하드코어 교수 님 한테 배우 어서 그런 지 ㄴ 모르 아도 수업 난이도 는 높지 않 았 음,,,,,,,,,,,,,,
"""수업 이 영어 로 진행 되 어서 어렵 더라도 노력 하 면 되 는 수업 이 고 "," 스트레스 안 받 고 하 ㄴ 학기 를 이 교수 님 만나 는 행복 으로 다니 ㄴ다 .... 그냥 한 마디 로 인생 교수 ........""",,,,,,,,,,,,,,
4 학년 과목 이 니 무엇 ㄴ가 새롭 ㄴ 것 을 배우 겠 지 하 는 기대 라면 피하 기 ㄹ 권장 하 ㅂ니다,,,,,,,,,,,,,,
도대체 발표 는 왜 하 는 지도 모르 겠 다,,,,,,,,,,,,,,
원래 는 조끼 리 모이 어서 중간 에 발표 1 회 가 있 다고 하 니까 오프라인 수업 시 참고 하 시 기 바라 ㅂ니다,,,,,,,,,,,,,,
시험 도 한 번 밖에 안 보 고 숙제 도 글 쓰 는 것 한 번 이 ㄴ가 내 었었 슴 니 다 솔직히 진짜 제일 열심히 안 하 ㄴ 과목 이 ㄴ데 학점 은 거의 제일 잘 받 은 느낌 이 에요,,,,,,,,,,,,,,
솔직히 외 울 끄 어 진짜 많 아요,,,,,,,,,,,,,,
강의 평 보고 많 으면 얼마나 많 겠 어 하 고 듣 었 는데 다 합치 면 꽉 차 ㄴ PPT 100 슬라이드 넘 어요,,,,,,,,,,,,,,
별 하나 줄 ㄴ 사람 들 은 수업 을 알 ㄴ 듣 은 듯 하 네요,,,,,,,,,,,,,,
